secID,publishDate,endDate,tRevenue,revenue,COGS,operateProfit,TProfit,NIncome,NIncomeAttrP,basicEPS,sellExp,adminExp
000768.XSHE,2024-04-02,2022-12-31,37660025797.03,37660025797.03,35003746490.43,582946268.94,607948950.12,523671198.11,523671198.11,0.1891,436469981.05,1203906402.63
000768.XSHE,2023-04-18,2022-12-31,37660025797.03,37660025797.03,35003746490.43,582919951.91,607922633.09,523352484.96,523352484.96,0.189,436469981.05,1203906402.63
000768.XSHE,2023-04-18,2021-12-31,32699770691.7,32699770691.7,30250391546.52,799173812.3,790013567.46,652910969.43,652910969.43,0.2358,436116104.32,1060638662.23
000768.XSHE,2022-03-29,2021-12-31,32699770691.7,32699770691.7,30250391546.52,799173812.3,790013567.46,652910969.43,652910969.43,0.2358,436116104.32,1060638662.23
000776.XSHE,2025-03-29,2024-12-31,27198789118.97,27198789118.97,15731000776.71,11467788342.26,11852139233.96,10544672524.34,9636829949.09,1.15,,
000776.XSHE,2025-03-29,2023-12-31,23299531636.28,23299531636.28,14504733238.23,8794798398.05,8744435954.21,7862916884.14,6977799497.16,0.83,,
000776.XSHE,2024-03-29,2023-12-31,23299531636.28,23299531636.28,14504733238.23,8794798398.05,8744435954.21,7862916884.14,6977799497.16,0.83,,
000776.XSHE,2024-03-29,2022-12-31,25132014418.0,25132014418.0,14684287402.65,10447727015.35,10387789226.12,8898004175.0,7929282812.63,1.02,,
000776.XSHE,2023-03-31,2022-12-31,25132014418.0,25132014418.0,14684287402.65,10447727015.35,10387789226.12,8898004175.0,7929282812.63,1.02,,
000776.XSHE,2023-03-31,2021-12-31,34249988400.75,34249988400.75,19225112984.28,15024875416.47,14963845162.39,12054905631.21,10854115527.4,1.42,,
000776.XSHE,2022-03-31,2021-12-31,34249988400.75,34249988400.75,19225112984.28,15024875416.47,14963845162.39,12054905631.21,10854115527.4,1.42,,
000778.XSHE,2025-04-11,2024-12-31,36194132288.44,36194132288.44,34239319778.18,271976856.43,111227883.96,-28782419.4,167442049.75,0.042,375441400.74,1026421881.18
000778.XSHE,2025-04-11,2023-12-31,43253477822.32,43253477822.32,40535611485.83,1632712289.39,1607132841.8,1412478217.51,1350824863.73,0.3385,409232700.77,1020896803.74
000778.XSHE,2024-04-11,2023-12-31,43253477822.32,43253477822.32,40531571600.22,1632712289.39,1607132841.8,1412478217.51,1350824863.73,0.3385,413272586.38,1020896803.74
000778.XSHE,2024-04-11,2022-12-31,47760058256.98,47760058256.98,44268542606.57,2189226505.95,2276359182.9,1918286937.92,1675927292.09,0.42,397232869.25,1180562984.44
000778.XSHE,2023-04-11,2022-12-31,47760058256.98,47760058256.98,44268542606.57,2189226505.95,2276359182.9,1918286937.92,1675927292.09,0.42,397232869.25,1180562984.44
000778.XSHE,2023-04-11,2021-12-31,53301106059.49,53301106059.49,47879945459.62,2988423114.58,2943890363.93,2180019138.3,2006700137.89,0.5028,437180566.36,1299141837.45
000778.XSHE,2022-04-19,2021-12-31,53301106059.49,53301106059.49,47879945459.62,2988423114.58,2943890363.93,2180019138.3,2006700137.89,0.5028,437180566.36,1299141837.45
000783.XSHE,2025-04-29,2024-12-31,6795252314.95,6795252314.95,4818164821.47,1977087493.48,1953582088.69,1836611656.3,1834953886.0,0.3,,
000783.XSHE,2025-04-29,2023-12-31,6896205555.83,6896205555.83,5266524372.74,1629681183.09,1615025321.06,1540889954.57,1548231441.85,0.26,,
000783.XSHE,2024-04-27,2023-12-31,6896205555.83,6896205555.83,5266524372.74,1629681183.09,1615025321.06,1540889954.57,1548231441.85,0.26,,
000783.XSHE,2024-04-27,2022-12-31,6371577006.31,6371577006.31,4750246939.43,1621330066.88,1636254849.71,1529402123.59,1509258458.82,0.27,,
000783.XSHE,2023-04-29,2022-12-31,6371577006.31,6371577006.31,4750246939.43,1621330066.88,1636254849.71,1530354030.96,1510206808.8,0.27,,
000783.XSHE,2023-04-29,2021-12-31,8623165139.08,8623165139.08,5445970907.15,3177194231.93,3187154501.81,2414887084.99,2409539473.91,0.44,,
000783.XSHE,2022-04-30,2021-12-31,8623165139.08,8623165139.08,5445970907.15,3177194231.93,3187154501.81,2414887084.99,2409539473.91,0.44,,
000786.XSHE,2025-03-27,2024-12-31,25821124419.48,25821124419.48,18106329058.39,3974417829.51,3950184806.54,3726000753.63,3646942470.4,2.159,1442532358.88,2186124328.77
000786.XSHE,2025-03-27,2023-12-31,22425895636.99,22425895636.99,15725025923.65,3880088188.69,3768492086.79,3554714899.71,3524001193.59,2.086,950055341.29,1766114424.8
000786.XSHE,2024-03-20,2023-12-31,22425895636.99,22425895636.99,15725025923.65,3880088188.69,3768492086.79,3554714899.71,3524001193.59,2.086,950055341.29,1766114424.8
000786.XSHE,2024-03-20,2022-12-31,20154701058.91,20154701058.91,14289290742.61,3324049105.88,3296545670.38,3151723799.89,3144419788.48,1.861,765784319.13,1895239788.04
000786.XSHE,2023-03-22,2022-12-31,19934313133.14,19934313133.14,14105779453.78,3311356678.77,3283422807.53,3143701909.88,3136397898.47,1.856,759576291.73,1885798428.55
000786.XSHE,2023-03-22,2021-12-31,21091199598.91,21091199598.91,14377154011.6,3771226761.32,3796697624.77,3554415187.21,3512703170.93,2.079,782204673.85,1894465555.06
000786.XSHE,2022-03-23,2021-12-31,21085691108.46,21085691108.46,14374191546.26,3768713585.93,3794185509.88,3551903072.32,3510191056.04,2.078,782189344.51,1894465555.06
000789.XSHE,2025-04-23,2024-12-31,5956579928.44,5956579928.44,4924098220.17,108880875.23,118735307.7,19204152.1,13168260.3,0.0165,115277479.67,669792253.63
000789.XSHE,2025-04-23,2023-12-31,8190156792.24,8190156792.24,6680808966.09,510397320.34,508549226.34,314926436.84,228590313.38,0.2867,158602161.11,676960145.18
000789.XSHE,2024-03-28,2023-12-31,8190156792.24,8190156792.24,6680808966.09,510397320.34,508549226.34,314926436.84,228590313.38,0.2867,158602161.11,676960145.18
000789.XSHE,2024-03-28,2022-12-31,11281628119.23,11281628119.23,9309960325.06,781193464.63,801559847.68,584486066.43,388567212.61,0.4873,166763682.82,860949331.36
000789.XSHE,2023-04-15,2022-12-31,11281628119.23,11281628119.23,9309960325.06,781193464.63,801559847.68,583973708.51,388130710.02,0.4867,166763682.82,860949331.36
000789.XSHE,2023-04-15,2021-12-31,14204588961.43,14204588961.43,10318045991.64,3053882482.23,3035490980.0,2307468408.37,1593281087.79,1.9981,160327080.33,675533922.5
000789.XSHE,2022-04-16,2021-12-31,14204588961.43,14204588961.43,10318045991.64,3053882482.23,3035490980.0,2307468408.37,1593281087.79,1.9981,160327080.33,675533922.5
000792.XSHE,2025-03-29,2024-12-31,15134119500.89,15134119500.89,7285881897.03,5907041012.9,5757273120.79,4913958767.89,4663116528.38,0.8812,140480573.16,1234392401.37
000792.XSHE,2025-03-29,2023-12-31,21578504361.18,21578504361.18,9484417497.98,10284890750.91,10646651087.34,9365840274.06,7913614646.24,1.4881,143809088.8,883045690.98
000792.XSHE,2024-03-30,2023-12-31,21578504361.18,21578504361.18,9484417497.98,10284890750.91,10646651087.34,9365840274.06,7913614646.24,1.4881,143809088.8,883045690.98
000792.XSHE,2024-03-30,2022-12-31,30739479869.57,30739479869.57,6422571521.22,21398653140.54,21355722965.37,19679989385.15,15568396475.75,2.9318,255721310.17,1164007102.32
000792.XSHE,2023-03-31,2022-12-31,30747858666.16,30747858666.16,6427060894.75,21396770769.37,21353840594.2,19678035954.51,15564592331.89,2.9311,255700732.31,1164915957.62
000792.XSHE,2023-03-31,2021-12-31,14778332500.25,14778332500.25,5971284724.95,6010093550.94,5338976003.2,5221506555.49,4478386639.86,0.8505,229535897.95,958155185.98
000792.XSHE,2022-04-26,2021-12-31,14778332500.25,14778332500.25,5971284724.95,6010093550.94,5338976003.2,5221506555.49,4478386639.86,0.8505,229535897.95,958155185.98
000800.XSHE,2025-03-29,2024-12-31,58581106258.53,58581106258.53,54908076523.43,253341076.69,326048704.78,659271152.29,622427699.65,0.1266,1273327595.92,4190138118.86
000800.XSHE,2025-03-29,2023-12-31,64324640770.64,64324640770.64,59401367343.49,351099410.2,521412031.45,828299693.66,806096685.3,0.1805,1103598712.1,4938496911.43
000800.XSHE,2024-03-30,2023-12-31,63904532477.03,63904532477.03,58629635711.55,241794250.24,415168697.7,763024957.14,763024957.14,0.1651,1605495233.98,4913537356.8
000800.XSHE,2024-03-30,2022-12-31,38331747083.88,38331747083.88,35252170886.53,55142212.54,182571668.96,367444113.56,367444113.56,0.0734,1255882221.64,4935994452.35
000800.XSHE,2023-04-01,2022-12-31,38331747083.88,38331747083.88,35252170886.53,55142212.54,182571668.96,367745445.34,367745445.34,0.0735,1255882221.64,4935994452.35
000800.XSHE,2023-04-01,2021-12-31,98751242669.55,98751242669.55,88809338768.6,4081032988.17,4109177786.25,3899854760.39,3899854760.39,0.8412,1754344114.38,5782543897.78
000800.XSHE,2022-03-31,2021-12-31,98751242669.55,98751242669.55,88809338768.6,4081032988.17,4109177786.25,3899854760.39,3899854760.39,0.8412,1754344114.38,5782543897.78
000807.XSHE,2025-03-27,2024-12-31,54450459133.32,54450459133.32,47244369808.6,5968046715.98,5972391464.91,5098981508.64,4411670800.53,1.27,39353490.73,975984131.47
000807.XSHE,2025-03-27,2023-12-31,42668767604.2,42668767604.2,35923227281.83,5542268193.22,5543529089.23,4718497499.04,3955771178.74,1.14,45720268.33,818866751.16
000807.XSHE,2024-03-28,2023-12-31,42668767604.2,42668767604.2,35923227281.83,5542268193.22,5543529089.23,4718497499.04,3955771178.74,1.14,45720268.33,818866751.16
000807.XSHE,2024-03-28,2022-12-31,48463024922.95,48463024922.95,41221734934.73,5905050629.24,5906586236.29,5267695633.81,4568388029.28,1.32,71158295.09,722823752.58
000807.XSHE,2023-03-22,2022-12-31,48463024922.95,48463024922.95,41221734934.73,5905050629.24,5906586236.29,5268023236.37,4568644918.34,1.32,71158295.09,722823752.58
000807.XSHE,2023-03-22,2021-12-31,41751099098.35,41751099098.35,33232461416.92,4737493818.05,4704410890.75,4228615456.17,3333060838.81,1.07,68307011.26,825408958.06
000807.XSHE,2022-03-22,2021-12-31,41668819175.25,41668819175.25,33180332856.79,4721213849.34,4688130922.04,4212335487.46,3319026414.54,1.06,68307011.26,828761819.14
000825.XSHE,2025-04-28,2024-12-31,100379450474.93,100379450474.93,99168335803.7,-940985279.51,-937320987.37,-975317250.65,-981020109.99,-0.172,211548679.57,1781837681.07
000825.XSHE,2025-04-28,2023-12-31,105617791415.48,105617791415.48,104915361149.99,-1276337058.46,-1202872995.38,-1268825580.94,-1080642485.37,-0.19,214421200.5,1458038360.26
000825.XSHE,2024-04-27,2023-12-31,105617791415.48,105617791415.48,104915361149.99,-1276337058.46,-1202872995.38,-1268825580.94,-1080642485.37,-0.19,214421200.5,1458038360.26
000825.XSHE,2024-04-27,2022-12-31,97654377023.43,97654377023.43,94681667989.1,226648149.28,209276710.24,145130988.59,153545049.76,0.026,215707882.75,1474245392.19
000825.XSHE,2023-04-22,2022-12-31,97654377023.43,97654377023.43,94681667989.1,226648149.28,209276710.24,145130988.59,153545049.76,0.026,215707882.75,1474245392.19
000825.XSHE,2023-04-22,2021-12-31,101437349754.32,101437349754.32,90461190769.81,6898822312.18,6847034693.67,6248306966.82,6309789870.85,1.108,233034863.77,1429182206.85
000825.XSHE,2022-04-23,2021-12-31,101437349754.32,101437349754.32,87881297271.73,6898822312.18,6847034693.67,6248306966.82,6309789870.85,1.108,233034863.77,4009075704.93
000830.XSHE,2025-04-26,2024-12-31,29762710016.17,29762710016.17,25350118665.36,2434344244.71,2502296635.37,2030886768.72,2028711671.27,1.065,61868294.92,1534513451.64
000830.XSHE,2025-04-26,2023-12-31,25357790556.2,25357790556.2,21948469247.12,1133456624.99,1053041614.42,819788996.47,818710156.01,0.428,47792846.11,1529450640.35
000830.XSHE,2024-04-30,2023-12-31,25357790556.2,25357790556.2,21948469247.12,1133456624.99,1053041614.42,819788996.47,818710156.01,0.428,47792846.11,1529450640.35
000830.XSHE,2024-04-30,2022-12-31,30356698594.3,30356698594.3,24279648071.04,3811251100.25,3788487420.11,3155765343.36,3155427312.87,1.641,56879578.96,1571872788.62
000830.XSHE,2023-04-21,2022-12-31,30356698594.3,30356698594.3,24279648071.04,3811251100.25,3788487420.11,3155756852.06,3155418821.57,1.641,56879578.96,1571872788.62
000830.XSHE,2023-04-21,2021-12-31,31794339242.42,31794339242.42,22122838620.12,6931616088.91,6047031131.06,4619619590.48,4618669170.22,2.425,70781729.96,1485343182.49
000830.XSHE,2022-04-30,2021-12-31,31794339242.42,31794339242.42,22122838620.12,6931616088.91,6047031131.06,4619619590.48,4618669170.22,2.425,70781729.96,1485343182.49
000831.XSHE,2025-04-28,2024-12-31,3027348207.35,3027348207.35,2550534719.14,-254209929.22,-268596125.52,-281643959.63,-286907149.06,-0.2704,5023422.67,135260106.6
000831.XSHE,2025-04-28,2023-12-31,3988310051.42,3988310051.42,3096852600.29,549010529.19,549500028.17,439431823.62,417673754.79,0.4229,3712692.34,123724434.71
000831.XSHE,2024-04-27,2023-12-31,3988310051.42,3988310051.42,3096852600.29,549010529.19,549500028.17,439431823.62,417673754.79,0.4229,3712692.34,123724434.71
000831.XSHE,2024-04-27,2022-12-31,4215986830.27,4215986830.27,2959054141.93,1002427064.46,1002761104.04,798307109.83,768626269.5,0.7836,3100853.33,106917549.15
000831.XSHE,2023-04-29,2022-12-31,3785959969.27,3785959969.27,3140143913.91,556408237.25,555981634.72,425442537.22,415636736.99,0.4237,2867098.49,57367431.77
000831.XSHE,2023-04-29,2021-12-31,2973358163.24,2973358163.24,2596483052.96,259378964.33,256508568.84,206459367.64,195406410.4,0.1992,5282752.64,68754375.19
000831.XSHE,2022-04-29,2021-12-31,2973358163.24,2973358163.24,2596483052.96,259378964.33,256508568.84,206459367.64,195406410.4,0.1992,5282752.64,68754375.19
000837.XSHE,2025-04-15,2024-12-31,3859824470.94,3859824470.94,3236347634.35,86648790.49,87418170.51,74289164.28,53782325.64,0.0533,131310809.63,520878481.02
000837.XSHE,2025-04-15,2023-12-31,3761103127.25,3761103127.25,3103698156.09,73358146.33,74204114.1,66993978.26,52258309.4,0.0553,134858828.9,500909864.18
000837.XSHE,2024-03-30,2023-12-31,3761103127.25,3761103127.25,3092735570.56,73358146.33,74204114.1,66993978.26,52258309.4,0.0553,145821414.43,500909864.18
000837.XSHE,2024-03-30,2022-12-31,4101091393.03,4101091393.03,3326198478.03,288260472.32,290321309.12,326024578.66,275014894.82,0.3058,148841726.4,480648057.73
000837.XSHE,2023-04-11,2022-12-31,4101091393.03,4101091393.03,3326198478.03,288260472.32,290321309.12,326004717.48,275001163.23,0.3058,148841726.4,480648057.73
000837.XSHE,2023-04-11,2021-12-31,5052396076.87,5052396076.87,4116770852.73,347727296.81,351720175.71,328611300.85,280818083.05,0.377,183301014.09,499884372.59
000837.XSHE,2022-03-29,2021-12-31,5052396076.87,5052396076.87,4116770852.73,347727296.81,351720175.71,328611300.85,280818083.05,0.377,183301014.09,499884372.59
000839.XSHE,2025-04-29,2024-12-31,3395368088.22,3395368088.22,2902058694.52,-12132893.81,2683055.58,-17529839.29,-77790866.6,-0.0198,59344613.48,262148801.84
000839.XSHE,2025-04-29,2023-12-31,2981634708.08,2981634708.08,2466357602.36,-42645583.37,-40170805.19,-82693459.53,-91018838.55,-0.0232,47966736.99,303378909.54
000839.XSHE,2024-04-25,2023-12-31,2981634708.08,2981634708.08,2466357602.36,-42645583.37,-40170805.19,-82693459.53,-91018838.55,-0.0232,47966736.99,303378909.54
000839.XSHE,2024-04-25,2022-12-31,2706747586.25,2706747586.25,2374404915.42,-1142984119.66,-1816765276.08,-1870500642.55,-1387694919.47,-0.354,82080798.14,281631020.85
000839.XSHE,2023-04-28,2022-12-31,2706747586.25,2706747586.25,2374404915.42,-1142984119.66,-1816765276.08,-1870500642.55,-1387694919.47,-0.354,82080798.14,281631020.85
000839.XSHE,2023-04-28,2021-12-31,2660432814.3,2660432814.3,2299611402.78,-1615167269.0,-1825776337.36,-1840918144.18,-1475690598.27,-0.3765,56855998.61,333578051.01
000839.XSHE,2022-04-30,2021-12-31,2660432814.3,2660432814.3,2299611402.78,-1615167269.0,-1825776337.36,-1840918144.18,-1475690598.27,-0.3765,56855998.61,333578051.01
000848.XSHE,2025-04-24,2024-12-31,3287292242.27,3287292242.27,1941394035.54,879829678.58,880065353.16,666165035.85,666239411.22,0.64,418383805.7,71149120.65
000848.XSHE,2025-04-24,2023-12-31,2954638663.07,2954638663.07,1729788513.0,844471228.84,845977994.6,638161442.92,638126055.28,0.61,343773696.3,62445879.54
000848.XSHE,2024-04-17,2023-12-31,2954638663.07,2954638663.07,1729788513.0,844471228.84,845977994.6,638161442.92,638126055.28,0.61,343773696.3,62445879.54
000848.XSHE,2024-04-17,2022-12-31,2692021224.82,2692021224.82,1484545128.96,796165149.65,794501860.64,601661205.2,601864728.82,0.57,364225750.48,55062442.16
000848.XSHE,2023-07-22,2022-12-31,2692021224.82,2692021224.82,1484545128.96,796165149.65,794501860.64,601688327.35,601891850.97,0.57,364225750.48,55062442.16
000848.XSHE,2023-04-20,2022-12-31,2692021224.82,2692021224.82,1484545128.96,796165149.65,794501860.64,601688327.35,601891850.97,0.57,364225750.48,55062442.16
000848.XSHE,2023-07-22,2021-12-31,2523907407.01,2523907407.01,1342941214.52,751497261.04,752625343.08,568139339.4,569504092.63,0.54,385951106.21,61038610.84
000848.XSHE,2023-04-20,2021-12-31,2523907407.01,2523907407.01,1342941214.52,751497261.04,752625343.08,568139339.4,569504092.63,0.54,385951106.21,61038610.84
000848.XSHE,2022-04-12,2021-12-31,2523907407.01,2523907407.01,1342941214.52,751497261.04,752625343.08,568139339.4,569504092.63,0.54,385951106.21,61038610.84
000858.XSHE,2025-04-26,2024-12-31,89175178322.7,89175178322.7,20461423083.74,44200075710.37,44163325242.01,33193460484.32,31853172533.98,8.2062,10692376117.41,3960291754.77
000858.XSHE,2025-04-26,2023-12-31,83272067317.19,83272067317.19,20157143952.21,42003663761.87,41912681943.64,31520777582.15,30210585269.3,7.783,7796298418.13,3641290505.05
000858.XSHE,2024-04-29,2023-12-31,83272067317.19,83272067317.19,20157143952.21,42003663761.87,41912681943.64,31520777582.15,30210585269.3,7.783,7796298418.13,3641290505.05
000858.XSHE,2024-04-29,2022-12-31,73968640704.54,73968640704.54,18178425659.64,37174423453.63,37103520716.24,27969785575.27,26689983647.2,6.876,6844237013.17,3303902914.24
000858.XSHE,2023-04-29,2022-12-31,73968640704.54,73968640704.54,18178425659.64,37174423453.63,37103520716.24,27970631932.22,26690661397.42,6.876,6844237013.17,3303902914.24
000858.XSHE,2023-04-29,2021-12-31,66209053612.11,66209053612.11,16318778588.82,32552428970.01,32450404445.7,24507450330.26,23377074353.4,6.023,6503506131.9,3077380595.02
000858.XSHE,2022-04-29,2021-12-31,66209053612.11,66209053612.11,16318778588.82,32552428970.01,32450404445.7,24507450330.26,23377074353.4,6.023,6503506131.9,3077380595.02
000860.XSHE,2025-04-23,2024-12-31,9125832461.81,9125832461.81,5837691999.54,527964848.15,513519579.33,252433259.44,231171053.79,0.3116,874016900.63,783944188.86
000860.XSHE,2025-04-23,2023-12-31,10592555954.31,10592555954.31,7223961658.84,74911007.88,72603335.29,-298687426.6,-295598061.91,-0.3985,1205063341.61,886718885.72
000860.XSHE,2024-04-27,2023-12-31,10592555954.31,10592555954.31,7223961658.84,74911007.88,72603335.29,-298687426.6,-295598061.91,-0.3985,1205063341.61,886718885.72
000860.XSHE,2024-04-27,2022-12-31,11678338514.5,11678338514.5,7972347835.54,-373926105.61,-377285083.91,-689146449.47,-673230630.29,-0.9076,1023963429.36,892759560.91
000860.XSHE,2023-03-25,2022-12-31,11678338514.5,11678338514.5,7972347835.54,-373926105.61,-377285083.91,-689146449.47,-673230630.29,-0.9076,1023963429.36,892759560.91
000860.XSHE,2023-03-25,2021-12-31,14869379036.69,14869379036.69,10719621892.55,563228416.92,561671671.37,105269565.94,102302082.57,0.1379,867333548.56,897397197.01
000860.XSHE,2022-04-28,2021-12-31,14869379036.69,14869379036.69,10719621892.55,563228416.92,561671671.37,105269565.94,102302082.57,0.1379,867333548.56,897397197.01
000869.XSHE,2025-04-18,2024-12-31,3277278347.0,3277278347.0,1392602399.0,426310001.0,427554857.0,314327285.0,305210999.0,0.45,1012980420.0,333450124.0
000869.XSHE,2025-04-18,2023-12-31,4384764335.0,4384764335.0,1786983657.0,738902296.0,747466156.0,526032709.0,532438907.0,0.78,1239782776.0,321404392.0
000869.XSHE,2024-04-12,2023-12-31,4384764335.0,4384764335.0,1786983657.0,738902296.0,747466156.0,526032709.0,532438907.0,0.78,1239782776.0,321404392.0
000869.XSHE,2024-04-12,2022-12-31,3918941160.0,3918941160.0,1680794732.0,621699485.0,625582303.0,431348714.0,428681411.0,0.63,1028966138.0,303036841.0
000869.XSHE,2023-04-13,2022-12-31,3918941160.0,3918941160.0,1680794732.0,621699485.0,625582303.0,431348714.0,428681411.0,0.63,1028966138.0,303036841.0
000869.XSHE,2023-04-13,2021-12-31,3953067583.0,3953067583.0,1647789874.0,716796734.0,715699194.0,506678373.0,500102606.0,0.73,998954105.0,309995638.0
000869.XSHE,2022-04-27,2021-12-31,3953067583.0,3953067583.0,1647789874.0,716796734.0,715699194.0,506678373.0,500102606.0,0.73,998954105.0,309995638.0
000876.XSHE,2025-04-26,2024-12-31,103062962254.34,103062962254.34,96150529715.97,999768535.09,483470572.51,201622562.37,473599068.1,0.09,1260107740.33,4005912979.48
000876.XSHE,2025-04-26,2023-12-31,141703248931.32,141703248931.32,137804076100.9,300269191.1,-681810800.96,-955424363.87,249195333.87,0.04,1777959629.05,4806950735.59
000876.XSHE,2024-04-30,2023-12-31,141703248931.32,141703248931.32,137804076100.9,300269191.1,-681810800.96,-955424363.87,249195333.87,0.04,1777959629.05,4806950735.59
000876.XSHE,2024-04-30,2022-12-31,141507728156.07,141507728156.07,132112804951.12,-587015748.42,-1759686382.39,-1898252418.49,-1459965715.11,-0.36,1719766545.52,4978052693.52
000876.XSHE,2023-04-29,2022-12-31,141507728156.07,141507728156.07,132112804951.12,-587015748.42,-1759686382.39,-1899228248.01,-1460610042.32,-0.36,1719766545.52,4978052693.52
000876.XSHE,2023-04-29,2021-12-31,126261702581.69,126261702581.69,124235991080.56,-6954675601.43,-9090628934.58,-9502760085.95,-9590870087.26,-2.2,1790684604.27,4606582261.26
000876.XSHE,2022-04-28,2021-12-31,126261702581.69,126261702581.69,124235991080.56,-6954675601.43,-9090628934.58,-9502760085.95,-9590870087.26,-2.2,1790684604.27,4606582261.26
000877.XSHE,2025-03-27,2024-12-31,86995138609.62,86995138609.62,72446358073.53,21798950.62,101292356.21,-650580298.52,-598396511.69,-0.0746,1319308277.07,8987483984.1
000877.XSHE,2025-03-27,2023-12-31,107379959302.25,107379959302.25,89993671399.99,2576110591.58,3087977971.68,2010143187.27,1965141228.79,0.2268,1229836978.64,9293035741.76
000877.XSHE,2024-03-27,2023-12-31,107379959302.25,107379959302.25,89993671399.99,2576110591.58,3087977971.68,2010143187.27,1965141228.79,0.2268,1229836978.64,9293035741.76
000877.XSHE,2024-03-27,2022-12-31,132580520664.31,132580520664.31,111288320439.1,6603924454.64,6411516093.6,5074078777.18,4542240500.33,0.5259,1669927248.73,9256399428.62
000877.XSHE,2023-03-22,2022-12-31,132580520664.31,132580520664.31,111288320439.1,6603924454.64,6411516093.6,5074078777.18,4542240500.33,0.5259,1669927248.73,9256399428.62
000877.XSHE,2023-03-22,2021-12-31,170030162721.43,170030162721.43,127613585113.43,20415109768.94,20780399723.82,14925754858.78,12547703925.52,1.5675,2751000151.59,10362604461.06
000877.XSHE,2023-03-22,2021-12-31,170030162721.43,170030162721.43,127613585113.43,20415109768.94,20780399723.82,14925754858.78,12547703925.52,1.5675,2751000151.59,10362604461.06
000877.XSHE,2022-03-22,2021-12-31,169978538849.95,169978538849.95,127588639215.72,20411328561.68,20776881780.85,14922236915.81,12530042311.29,1.5653,2743638088.19,10339002428.15
000878.XSHE,2025-03-26,2024-12-31,178012273870.27,178012273870.27,172968043270.74,2344123397.86,2316043292.46,1916677968.37,1264690204.48,0.6312,250222814.51,1772212316.81
000878.XSHE,2025-03-26,2023-12-31,146984553690.2,146984553690.2,140914935513.46,2742150351.81,2762756623.41,2305357894.34,1578987341.1,0.7881,270040749.36,1523283966.87
000878.XSHE,2024-03-29,2023-12-31,146984553690.2,146984553690.2,140914935513.46,2742150351.81,2762756623.41,2305357894.34,1578987341.1,0.7881,270040749.36,1523283966.87
000878.XSHE,2024-03-29,2022-12-31,134915298500.25,134915298500.25,128382342534.86,3308624327.32,3246346391.08,2657225671.39,1809395673.36,1.0351,230710562.64,1479019002.52
000878.XSHE,2024-03-29,2022-12-31,134915298500.25,134915298500.25,128382342534.86,3308624327.32,3246346391.08,2657225671.39,1809395673.36,1.0351,230710562.64,1479019002.52
000878.XSHE,2023-04-17,2022-12-31,134915298500.25,134915298500.25,128382342534.86,3308624327.32,3246346391.08,2656263843.38,1808746575.15,1.0348,230710562.64,1479019002.52
000878.XSHE,2023-04-17,2021-12-31,127057754575.88,127057754575.88,121889193010.57,1688185405.78,1655001077.28,1295718579.75,649151500.63,0.3819,259562331.49,1684304824.99
000878.XSHE,2022-03-30,2021-12-31,127057754575.88,127057754575.88,121889193010.57,1688185405.78,1655001077.28,1295718579.75,649151500.63,0.3819,259562331.49,1684304824.99
000883.XSHE,2025-04-25,2024-12-31,20030698490.8,20030698490.8,15018065621.17,2760868313.48,2802555818.62,2219319748.69,1814078574.64,0.28,49898862.07,699135541.32
000883.XSHE,2025-04-25,2023-12-31,18668672883.26,18668672883.26,14920400407.71,2250446105.6,2273626824.12,1879237206.32,1748537086.8,0.27,48766260.15,691704649.49
000883.XSHE,2024-04-27,2023-12-31,18668672883.26,18668672883.26,14920400407.71,2250446105.6,2273626824.12,1879237206.32,1748537086.8,0.27,48766260.15,691704649.49
000883.XSHE,2024-04-27,2022-12-31,20578214751.99,20578214751.99,17738428688.56,1580669572.49,1625728236.98,1024448275.3,1162540445.24,0.18,42363359.33,661511678.49
000883.XSHE,2023-04-28,2022-12-31,20578214751.99,20578214751.99,17738428688.56,1580669572.49,1625728236.98,1024448275.3,1162540445.24,0.18,42363359.33,661511678.49
000883.XSHE,2023-04-28,2021-12-31,22628852706.05,22628852706.05,18863989985.15,3036007011.69,3006603799.18,2415129473.08,2349202715.24,0.36,34874050.11,614483298.97
000883.XSHE,2022-04-28,2021-12-31,22618184700.61,22618184700.61,18863572524.91,3025756466.49,2996353253.98,2404878927.88,2338952170.04,0.36,34874050.11,614483298.97
000887.XSHE,2025-04-29,2024-12-31,18854034122.78,18854034122.78,14552264656.36,1526289564.38,1541911298.83,1248197004.32,1251709938.68,0.95,441954812.56,1908702957.95
000887.XSHE,2025-04-29,2023-12-31,17244448266.27,17244448266.27,13499780706.52,1377315468.61,1368816160.66,1112952057.78,1131459559.1,0.86,447584529.74,1775260573.52
000887.XSHE,2024-04-30,2023-12-31,17244448266.27,17244448266.27,13458658112.36,1377315468.61,1368816160.66,1112952057.78,1131459559.1,0.86,488707123.9,1775260573.52
000887.XSHE,2024-04-30,2022-12-31,14913186714.11,14913186714.11,11800896641.69,1123377394.46,1112715265.65,950703815.98,968913403.16,0.74,400469717.74,1547595793.89
000887.XSHE,2023-04-29,2022-12-31,14851891400.45,14851891400.45,11752848398.04,1120634061.63,1109931798.73,946036386.53,964245973.71,0.74,399011549.69,1539374659.56
000887.XSHE,2023-04-29,2021-12-31,12801440793.16,12801440793.16,9971391201.78,1145800215.08,1150804900.36,947814148.38,949526482.79,0.78,388197013.99,1404192545.51
