secID,publishDate,endDate,tRevenue,revenue,COGS,operateProfit,TProfit,NIncome,NIncomeAttrP,basicEPS,sellExp,adminExp
600030.XSHG,2025-03-27,2024-12-31,63789215688.23,63789215688.23,35282999519.5,28506216168.73,28418475259.56,22589456799.93,21703696593.02,1.41,,
600030.XSHG,2025-03-27,2023-12-31,60067992766.11,60067992766.11,33954316840.16,26113675925.95,26185453049.24,20539345229.01,19720547412.84,1.3,,
600030.XSHG,2024-03-27,2023-12-31,60067992766.11,60067992766.11,33954316840.16,26113675925.95,26185453049.24,20539345229.01,19720547412.84,1.3,,
600030.XSHG,2024-03-27,2022-12-31,65108507999.21,65108507999.21,36298395363.0,28810112636.21,28950204266.02,22168787078.68,21317422282.16,1.42,,
600030.XSHG,2023-03-31,2022-12-31,65108507999.21,65108507999.21,36298395363.0,28810112636.21,28950204266.02,22168787078.68,21317422282.16,1.42,,
600030.XSHG,2023-03-31,2021-12-31,76523716526.93,76523716526.93,44098226916.57,32425489610.36,31893795328.61,24005080909.5,23099624927.77,1.69,,
600030.XSHG,2022-03-29,2021-12-31,76523716526.93,76523716526.93,44098226916.57,32425489610.36,31893795328.61,24005080909.5,23099624927.77,1.77,,
600031.XSHG,2025-04-18,2024-12-31,78383379000.0,77773391000.0,57216959000.0,6994764000.0,6907770000.0,6092538000.0,5975451000.0,0.7061,5464214000.0,8377070000.0
600031.XSHG,2025-04-18,2023-12-31,74018936000.0,73221725000.0,54051053000.0,5342807000.0,5316554000.0,4606110000.0,4527451000.0,0.5347,5101926000.0,8515576000.0
600031.XSHG,2024-04-29,2023-12-31,74018936000.0,73221725000.0,52934696000.0,5342854000.0,5316601000.0,4606157000.0,4527498000.0,0.5347,6218283000.0,8515497000.0
600031.XSHG,2024-04-29,2022-12-31,80838530000.0,80034495000.0,60792534000.0,4767846000.0,4853255000.0,4422169000.0,4290386000.0,0.5076,6301590000.0,9564674000.0
600031.XSHG,2023-04-01,2022-12-31,80822133000.0,80018098000.0,60799763000.0,4746992000.0,4832405000.0,4404585000.0,4272802000.0,0.5055,6301590000.0,9561805000.0
600031.XSHG,2023-04-01,2021-12-31,106873394000.0,106113346000.0,78679820000.0,13807241000.0,13855930000.0,12325681000.0,12033364000.0,1.4287,6699289000.0,9279415000.0
600031.XSHG,2022-04-23,2021-12-31,106873394000.0,106113346000.0,78679820000.0,13807241000.0,13855930000.0,12325681000.0,12033364000.0,1.4287,6699289000.0,9279415000.0
600036.XSHG,2025-03-26,2024-12-31,337488000000.0,337488000000.0,158469000000.0,179019000000.0,178652000000.0,149559000000.0,148391000000.0,5.66,,
600036.XSHG,2025-03-26,2023-12-31,339123000000.0,339123000000.0,162460000000.0,176663000000.0,176618000000.0,148006000000.0,146602000000.0,5.63,,
600036.XSHG,2024-03-26,2023-12-31,339123000000.0,339123000000.0,162460000000.0,176663000000.0,176618000000.0,148006000000.0,146602000000.0,5.63,,
600036.XSHG,2024-03-26,2022-12-31,344783000000.0,344783000000.0,179627000000.0,165156000000.0,165113000000.0,139294000000.0,138012000000.0,5.26,,
600036.XSHG,2023-03-25,2022-12-31,344783000000.0,344783000000.0,179627000000.0,165156000000.0,165113000000.0,139294000000.0,138012000000.0,5.26,,
600036.XSHG,2023-03-25,2021-12-31,331253000000.0,331253000000.0,183234000000.0,148019000000.0,148173000000.0,120834000000.0,119922000000.0,4.61,,
600036.XSHG,2022-03-19,2021-12-31,331253000000.0,331253000000.0,183234000000.0,148019000000.0,148173000000.0,120834000000.0,119922000000.0,4.61,,
600048.XSHG,2025-04-29,2024-12-31,311666319879.14,311666319879.14,268259816732.83,15141097536.99,15580956388.77,9737888127.72,5001183340.24,0.42,8892604131.07,5137704707.36
600048.XSHG,2025-04-29,2023-12-31,346893530782.05,346828132945.99,291308019829.57,24318018635.73,24626130916.76,17899220617.03,12067156751.87,1.01,8876024574.76,5245363124.54
600048.XSHG,2024-04-23,2023-12-31,346893530782.05,346828132945.99,291308019829.57,24318018635.73,24626130916.76,17899220617.03,12067156751.87,1.01,8876024574.76,5245363124.54
600048.XSHG,2024-04-23,2022-12-31,281108238286.28,281016698161.88,219228007856.41,34693228086.48,35300602882.57,26987449623.07,18320161893.65,1.53,7529747935.34,5982827907.1
600048.XSHG,2023-03-31,2022-12-31,281108238286.28,281016698161.88,219228007856.41,34693228086.48,35300602882.57,27011095332.08,18346819483.19,1.53,7529747935.34,5982827907.1
600048.XSHG,2023-03-31,2021-12-31,285024104220.9,284933136294.19,208630764137.74,49670111669.0,50034962011.57,37189475817.22,27387836594.31,2.29,7384003157.21,6869818933.24
600048.XSHG,2022-04-19,2021-12-31,285024104220.9,284933136294.19,208630764137.74,49670111669.0,50034962011.57,37189475817.22,27387836594.31,2.29,7384003157.21,6869818933.24
600050.XSHG,2025-03-19,2024-12-31,389589219642.0,389589219642.0,298345790158.0,22699557242.0,25091515224.0,20600584260.0,9029899018.0,0.292,36974766080.0,32238881100.0
600050.XSHG,2025-03-19,2023-12-31,372596794135.0,372596794135.0,281230556204.0,22843037412.0,22709522469.0,18712664904.0,8172679256.0,0.261,35832604382.0,32096974047.0
600050.XSHG,2024-03-20,2023-12-31,372596794135.0,372596794135.0,281230556204.0,22843037412.0,22709522469.0,18712664904.0,8172679256.0,0.261,35832604382.0,32096974047.0
600050.XSHG,2024-03-20,2022-12-31,354943879228.0,354943879228.0,268880818445.0,20401492655.0,20367453785.0,16651299177.0,7299489574.0,0.234,34455261945.0,29817222910.0
600050.XSHG,2023-03-09,2022-12-31,354943879228.0,354943879228.0,268880818445.0,20401492655.0,20367453785.0,16651299177.0,7299489574.0,0.234,34455261945.0,29817222910.0
600050.XSHG,2023-03-09,2021-12-31,327854494119.0,327854494119.0,247360584938.0,17695797795.0,17807323798.0,14416186638.0,6305465753.0,0.206,32212432115.0,29571791882.0
600050.XSHG,2022-03-12,2021-12-31,327854494119.0,327854494119.0,247360584938.0,17695797795.0,17807323798.0,14416186638.0,6305465753.0,0.206,32212432115.0,29571791882.0
600104.XSHG,2025-04-30,2024-12-31,627589946567.69,614074061818.13,556450036686.44,10376257899.0,10511115792.49,5833321330.31,1666376761.07,0.145,20080258315.83,38758018837.43
600104.XSHG,2025-04-30,2023-12-31,744705132922.2,726199110369.74,657301172463.53,25937067601.03,25973282531.85,20060439042.58,14106165142.98,1.226,24784563685.16,42605684740.85
600104.XSHG,2024-03-30,2023-12-31,744705132922.2,726199110369.74,652206818063.04,25937067601.03,25973282531.85,20060439042.58,14106165142.98,1.226,29878918085.65,42605684740.85
600104.XSHG,2024-03-30,2022-12-31,744062883284.04,720987528302.03,651700777153.06,26022226358.81,28071080464.14,22842652824.11,16117549650.39,1.4,30175402864.14,43672298211.91
600104.XSHG,2023-04-29,2022-12-31,744062883284.04,720987528302.03,651700777153.06,26022226358.81,28071080464.14,22842652824.11,16117549650.39,1.4,30175402864.14,43672298211.91
600104.XSHG,2023-04-29,2021-12-31,779845786393.56,759914635560.08,686742792553.92,41446749488.29,41557659388.79,33941758857.55,24533097943.83,2.12,29505101466.14,43772023864.61
600104.XSHG,2022-04-30,2021-12-31,779845786393.56,759914635560.08,686742792553.92,41446749488.29,41557659388.79,33941758857.55,24533097943.83,2.12,29505101466.14,43772023864.61
600150.XSHG,2025-04-30,2024-12-31,78584406491.58,78584406491.58,70565470906.37,4003795850.25,4098867152.49,3857598528.65,3614135616.3,0.81,58721088.75,6707635359.2
600150.XSHG,2025-04-30,2023-12-31,74838504400.63,74838504400.63,67541881993.24,2994496351.65,3022241581.44,2954663623.3,2957396962.72,0.66,58744064.21,6235015949.15
600150.XSHG,2024-04-27,2023-12-31,74838504400.63,74838504400.63,66928890138.96,2994496351.65,3022241581.44,2954663623.3,2957396962.72,0.66,671735918.49,6235015949.15
600150.XSHG,2024-04-27,2022-12-31,59485232361.36,59485232361.36,54915580349.8,412407731.93,2174003871.22,873349258.27,172470350.07,0.04,257148301.57,6755318280.14
600150.XSHG,2023-04-28,2022-12-31,59557739101.27,59557739101.27,55031878632.67,411955042.93,2173284105.32,872452235.06,171873146.32,0.04,257148301.57,6729804929.27
600150.XSHG,2023-04-28,2021-12-31,59740426346.26,59740426346.26,53408697897.49,249513973.42,328260646.34,231872370.63,213814622.44,0.05,615815042.34,5890076951.2
600150.XSHG,2022-04-29,2021-12-31,59740426346.26,59740426346.26,53408697897.49,249513973.42,328260646.34,231872370.63,213814622.44,0.05,615815042.34,5890076951.2
600196.XSHG,2025-03-26,2024-12-31,41067195862.59,41067195862.59,21365573972.4,4245103909.31,4169281679.72,3512440385.0,2769886631.39,1.04,8679763843.89,7927613728.17
600196.XSHG,2025-03-26,2023-12-31,41399539588.42,41399539588.42,21595308756.94,3307507905.12,3264567878.74,2895063426.58,2386265813.74,0.89,9712237437.28,8720951948.41
600196.XSHG,2024-03-27,2023-12-31,41399539588.42,41399539588.42,21595308756.94,3307507905.12,3264567878.74,2895063426.58,2386265813.74,0.89,9712237437.28,8720951948.41
600196.XSHG,2024-03-27,2022-12-31,43951546895.23,43951546895.23,23169690419.68,4656656381.28,4574381584.81,3947464120.11,3730804582.82,1.43,9171176082.23,8130195835.84
600196.XSHG,2023-03-28,2022-12-31,43951546895.23,43951546895.23,23169690419.68,4656656381.28,4574381584.81,3947464120.11,3730804582.82,1.43,9171176082.23,8130195835.84
600196.XSHG,2023-03-28,2021-12-31,39011184281.58,39011184281.58,20229784681.07,6302568208.71,6042670590.29,4976269370.32,4728710527.48,1.85,9100803166.58,7064185336.68
600196.XSHG,2022-03-23,2021-12-31,39005086602.41,39005086602.41,20228269452.62,6313736030.6,6053838409.84,4987438072.29,4735269690.83,1.85,9098891842.87,7050314791.99
600276.XSHG,2025-03-31,2024-12-31,27984605342.06,27984605342.06,3848177391.88,7490632003.88,7169689995.75,6336994647.53,6336527014.75,1.0,8336069025.76,9138602394.16
600276.XSHG,2025-03-31,2023-12-31,22819784741.31,22819784741.31,3525247786.91,4909904926.21,4667109690.24,4277820702.5,4302435930.05,0.68,7577175913.92,7370861565.33
600276.XSHG,2024-04-18,2023-12-31,22819784741.31,22819784741.31,3525247786.91,4909904926.21,4667109690.24,4277820702.5,4302435930.05,0.68,7577175913.92,7370861565.33
600276.XSHG,2024-04-18,2022-12-31,21275270681.52,21275270681.52,3486638890.09,4111959971.91,3968492118.85,3815141579.62,3906375067.36,0.61,7347893145.32,7193030602.92
600276.XSHG,2023-04-22,2022-12-31,21275270681.52,21275270681.52,3486638890.09,4111959971.91,3968492118.85,3815070903.04,3906304390.78,0.61,7347893145.32,7193030602.92
600276.XSHG,2023-04-22,2021-12-31,25905526375.8,25905526375.8,3741798550.11,4664816127.72,4466308789.92,4484026883.93,4530217550.47,0.71,9383708325.27,8803612645.6
600276.XSHG,2022-04-23,2021-12-31,25905526375.8,25905526375.8,3741798550.11,4664816127.72,4466308789.92,4484026883.93,4530217550.47,0.71,9383708325.27,8803612645.6
600309.XSHG,2025-04-15,2024-12-31,182069119160.94,182069119160.94,152642583643.9,17965674752.0,16924136091.56,14791313747.02,13033066612.84,4.15,1618933244.35,7573131089.01
600309.XSHG,2025-04-15,2023-12-31,175360935668.36,175360935668.36,145926359223.32,20389187101.56,20009871906.36,18299805216.85,16815755534.31,5.36,1346361619.13,6530760396.03
600309.XSHG,2024-03-19,2023-12-31,175360935668.36,175360935668.36,145926359223.32,20389187101.56,20009871906.36,18299805216.85,16815755534.31,5.36,1346361619.13,6530760396.03
600309.XSHG,2024-03-19,2022-12-31,165565484373.69,165565484373.69,138132222629.6,19838566985.32,19540649887.7,17041906850.02,16233626024.32,5.17,1152911294.08,5386215447.11
600309.XSHG,2023-03-21,2022-12-31,165565484373.69,165565484373.69,138132222629.6,19838566985.32,19540649887.7,17041906850.02,16233626024.32,5.17,1152911294.08,5386215447.11
600309.XSHG,2023-03-21,2021-12-31,145537817628.55,145537817628.55,107316508644.35,29425479847.88,29151469788.14,25039430673.89,24648748123.08,7.85,1051815988.32,5059712774.85
600309.XSHG,2022-03-15,2021-12-31,145537817628.55,145537817628.55,107316508644.35,29425479847.88,29151469788.14,25039430673.89,24648748123.08,7.85,1051815988.32,5059712774.85
600332.XSHG,2025-03-14,2024-12-31,74992820473.56,74992820473.56,62472768681.69,3596393912.56,3607579871.76,3000731343.31,2835496163.51,1.744,5619619395.89,3171403867.92
600332.XSHG,2025-03-14,2023-12-31,75515403994.78,75515403994.78,61328109614.88,5120896681.31,5110498029.62,4259327960.32,4055678691.49,2.495,6104737743.38,3203684066.87
600332.XSHG,2024-03-23,2023-12-31,75515403994.78,75515403994.78,61328109614.88,5120896681.31,5110498029.62,4259327960.32,4055678691.49,2.495,6104737743.38,3203684066.87
600332.XSHG,2024-03-16,2023-12-31,75515403994.78,75515403994.78,61328109614.88,5120896681.31,5110498029.62,4259327960.32,4055678691.49,2.495,6104737743.38,3203684066.87
600332.XSHG,2024-03-23,2022-12-31,70788155068.45,70788155068.45,57510951745.55,5074399609.3,5043244071.24,4253370333.98,3966522218.54,2.44,5875439169.65,3037724344.04
600332.XSHG,2024-03-16,2022-12-31,70788155068.45,70788155068.45,57510951745.55,5074399609.3,5043244071.24,4253370333.98,3966522218.54,2.44,5875439169.65,3037724344.04
600332.XSHG,2023-03-18,2022-12-31,70788155068.45,70788155068.45,57510951745.55,5074399609.3,5043244071.24,4253370333.98,3966522218.54,2.44,5875439169.65,3037724344.04
600332.XSHG,2023-03-18,2021-12-31,69014052347.03,69014052347.03,55780767281.43,4786041999.75,4723070943.49,3968985718.97,3719877680.46,2.288,5954789157.1,2907001481.32
600332.XSHG,2022-03-19,2021-12-31,69014052347.03,69014052347.03,55780767281.43,4786041999.75,4723070943.49,3968985718.97,3719877680.46,2.288,5954789157.1,2907001481.32
600346.XSHG,2025-04-17,2024-12-31,236400576222.39,236273276477.92,212983331904.94,8549503513.11,8819785662.24,7053006882.53,7043568223.6,1.0,326431516.27,3907559495.05
600346.XSHG,2025-04-17,2023-12-31,234866125177.52,234790672395.88,208383851927.36,8899808437.58,8873232207.19,6904463936.78,6904603862.76,0.98,293473043.49,3368396455.88
600346.XSHG,2024-04-10,2023-12-31,234866125177.52,234790672395.88,208383851927.36,8899808437.58,8873232207.19,6904463936.78,6904603862.76,0.98,293473043.49,3368396455.88
600346.XSHG,2024-04-10,2022-12-31,222372593675.48,222323583969.88,204077597066.45,2324929156.3,2409578615.33,2318036950.22,2318303166.69,0.33,392769176.78,3074009667.16
600346.XSHG,2023-04-28,2022-12-31,222372593675.48,222323583969.88,204077597066.45,2324929156.3,2409578615.33,2318036950.22,2318303166.69,0.33,392769176.78,3074009667.16
600346.XSHG,2023-04-28,2021-12-31,197996549201.17,197970344885.3,167518086060.4,19790681676.1,19828056983.78,15538178030.29,15531076723.36,2.21,291365785.46,3004848065.75
600346.XSHG,2022-04-07,2021-12-31,197996549201.17,197970344885.3,167518086060.4,19790681676.1,19828056983.78,15538178030.29,15531076723.36,2.21,291365785.46,3004848065.75
600398.XSHG,2025-04-30,2024-12-31,20956516605.34,20956516605.34,11627603625.75,2780423327.36,2787265508.45,2189012326.26,2158602626.28,0.46,4841331902.68,1323813510.09
600398.XSHG,2025-04-30,2023-12-31,21527549051.48,21527549051.48,11954406129.01,3610681044.21,3623905684.62,2918435324.11,2951962445.72,0.68,4353303134.13,1162929055.15
600398.XSHG,2024-04-30,2023-12-31,21527549051.48,21527549051.48,11954406129.01,3610681044.21,3623905684.62,2918435324.11,2951962445.72,0.68,4353303134.13,1162929055.15
600398.XSHG,2024-04-30,2022-12-31,18561742244.11,18561742244.11,10600314872.5,2806019820.03,2896841391.63,2062025208.85,2155275976.03,0.5,3424650617.56,1115578707.15
600398.XSHG,2023-04-28,2022-12-31,18561742244.11,18561742244.11,10600314872.5,2806019820.03,2896841391.63,2062025208.85,2155275976.03,0.5,3424650617.56,1115578707.15
600398.XSHG,2023-04-28,2021-12-31,20188035567.08,20188035567.08,11983197260.76,3249622793.78,3257065507.66,2400679817.98,2491250909.72,0.58,3252301671.63,1118752358.55
600398.XSHG,2022-04-28,2021-12-31,20188035567.08,20188035567.08,11983197260.76,3249622793.78,3257065507.66,2400679817.98,2491250909.72,0.58,3252301671.63,1118752358.55
600406.XSHG,2025-04-29,2024-12-31,57417254946.56,57417254946.56,42110956912.99,9105604359.06,9128121971.86,8146603659.58,7610121306.96,0.95,2261396238.07,4686335041.0
600406.XSHG,2025-04-29,2023-12-31,51655248318.66,51655248318.66,37813103058.37,8544114750.84,8569287780.84,7627666538.62,7175185980.94,0.9,2105159524.09,4014642960.76
600406.XSHG,2024-04-26,2023-12-31,51573303989.39,51573303989.39,37753748739.95,8574509168.18,8599686113.17,7650035567.73,7183687344.52,0.9,2085308773.04,3978604818.7
600406.XSHG,2024-04-26,2022-12-31,46828962926.94,46828962926.94,34164697635.46,7851765879.63,7885125515.06,6904736373.07,6446181151.11,0.81,1758491213.01,3523913889.19
600406.XSHG,2023-04-28,2022-12-31,46828962926.94,46828962926.94,34164697635.46,7851765879.63,7885125515.06,6904736373.07,6446181151.11,0.97,1758491213.01,3523913889.19
600406.XSHG,2023-04-28,2021-12-31,42411007392.46,42411007392.46,31011682368.56,6843422141.78,6866327714.16,6042805375.13,5642448311.81,0.85,1684134123.36,3086913400.39
600406.XSHG,2022-04-29,2021-12-31,42411007392.46,42411007392.46,31011682368.56,6843422141.78,6866327714.16,6042805375.13,5642448311.81,1.02,1684134123.36,3086913400.39
600426.XSHG,2025-03-29,2024-12-31,34226018627.13,34226018627.13,27820703167.53,5008133621.45,5014641894.13,4178200915.78,3902593305.73,1.841,88956619.26,995707303.44
600426.XSHG,2025-03-29,2023-12-31,27259886885.51,27259886885.51,21575599784.12,4428384239.41,4280770374.23,3622425138.5,3575898630.37,1.689,60126080.2,913948304.13
600426.XSHG,2024-03-30,2023-12-31,27259886885.51,27259886885.51,21575599784.12,4428384239.41,4280770374.23,3622425138.5,3575898630.37,1.689,60126080.2,913948304.13
600426.XSHG,2024-03-30,2022-12-31,30245283380.3,30245283380.3,21490938211.86,7603580301.09,7410587285.0,6287522851.21,6289374659.11,2.965,51699010.45,872294920.72
600426.XSHG,2023-03-30,2022-12-31,30245283380.3,30245283380.3,21490938211.86,7603580301.09,7410587285.0,6287522851.21,6289374659.11,2.965,51699010.45,872294920.72
600426.XSHG,2023-03-30,2021-12-31,26744385345.25,26744385345.25,17274156254.01,8525578852.01,8543334471.27,7270444236.0,7270896741.97,3.439,63236769.52,644669178.27
600426.XSHG,2022-03-30,2021-12-31,26635860726.65,26635860726.65,17182361316.86,8508849170.56,8526604789.82,7253714554.55,7254167060.52,3.432,63236769.52,644669178.27
600426.XSHG,2022-03-01,2021-12-31,26647191271.74,26647191271.74,17182361308.86,8520179688.77,8526604762.94,7253845781.7,7254330732.26,3.43,63236769.52,644678353.11
600436.XSHG,2025-04-26,2024-12-31,10787863091.37,10787863091.37,6177642772.24,3572116912.05,3538740621.67,2995526614.64,2977002486.34,4.93,517554447.79,610117715.38
600436.XSHG,2025-04-26,2023-12-31,10058497338.92,10058497338.92,5355269638.07,3393674158.52,3368912507.02,2851139010.02,2797351515.7,4.64,782777271.63,599403881.52
600436.XSHG,2024-04-20,2023-12-31,10058497338.92,10058497338.92,5355269638.07,3393674158.52,3368912507.02,2851139010.02,2797351515.7,4.64,782777271.63,599403881.52
600436.XSHG,2024-04-20,2022-12-31,8694001504.35,8694001504.35,4725854201.91,2975713650.15,2977735483.27,2522977110.59,2472344731.55,4.1,483358529.65,561082979.7
600436.XSHG,2023-04-15,2022-12-31,8694001504.35,8694001504.35,4725854201.91,2975713650.15,2977735483.27,2522977110.59,2472344731.55,4.1,483358529.65,561082979.7
600436.XSHG,2023-04-15,2021-12-31,8021550451.33,8021550451.33,3952979923.23,2874494920.89,2869023309.15,2464797940.52,2431899933.57,4.03,650574208.36,576165540.18
600436.XSHG,2022-04-16,2021-12-31,8021550451.33,8021550451.33,3952979923.23,2874494920.89,2869023309.15,2464020950.98,2431454744.8,4.03,650574208.36,576165540.18
600438.XSHG,2025-04-30,2024-12-31,91994404333.54,91994404333.54,86117213124.73,-8418172185.07,-8683316454.96,-8108784071.71,-7038757392.54,-1.579,1854765489.15,5657525825.94
600438.XSHG,2025-04-30,2023-12-31,139104062084.52,139104062084.52,102714182767.86,22290843112.77,22051620068.37,18246163845.47,13573900132.37,3.0151,1743802178.32,5916987422.39
600438.XSHG,2024-04-30,2023-12-31,139104062084.52,139104062084.52,102327943787.54,22290843112.77,22051620068.37,18246163845.47,13573900132.37,3.0151,2130041158.64,5916987422.39
600438.XSHG,2024-04-30,2022-12-31,142422517994.99,142422517994.99,88059961179.23,39573865291.13,38338810153.14,32380474790.63,25733777019.25,5.7166,1434770892.87,9332358248.21
600438.XSHG,2023-04-25,2022-12-31,142422517994.99,142422517994.99,88059961179.23,39573865291.13,38338810153.14,32372885540.81,25726447236.27,5.7149,1434770892.87,9332358248.21
600438.XSHG,2023-04-25,2021-12-31,64829996083.91,64829996083.91,48382829594.08,10714874461.01,10270447509.19,8621503055.19,8109125091.4,1.8014,919009792.93,3976949460.14
600438.XSHG,2022-04-26,2021-12-31,63491070520.12,63491070520.12,45918101338.17,10834169003.33,10389742051.51,8742219670.84,8207920822.18,1.8234,918970450.73,4983496952.14
600456.XSHG,2025-03-28,2024-12-31,6656790844.41,6656790844.41,5226126714.22,774858589.1,774972665.95,682990096.76,576447716.38,1.2065,69476970.57,467161616.97
600456.XSHG,2025-03-28,2023-12-31,6927226308.1,6927226308.1,5460238006.1,750540173.9,750411589.37,674771412.36,544223785.73,1.1391,62980476.3,532631611.99
600456.XSHG,2024-03-30,2023-12-31,6927226308.1,6927226308.1,5460238006.1,750540173.9,750411589.37,674771412.36,544223785.73,1.1391,62980476.3,532631611.99
600456.XSHG,2024-03-30,2022-12-31,6634631944.44,6634631944.44,5198908384.75,740232309.69,746710454.77,672386687.0,556977184.35,1.1658,51337890.82,479888786.04
600456.XSHG,2023-04-26,2022-12-31,6634631944.44,6634631944.44,5198908384.75,740232309.69,746710454.77,672350692.77,557157959.3,1.1661,51337890.82,479888786.04
600456.XSHG,2023-04-26,2021-12-31,5246042494.42,5246042494.42,4025443498.95,685729022.39,688410678.5,624800350.35,560279748.52,1.1825,49383298.73,362472692.09
600456.XSHG,2022-04-16,2021-12-31,5246042494.42,5246042494.42,4025443498.95,685729022.39,688410678.5,624800350.35,560279748.52,1.1825,49383298.73,362472692.09
600460.XSHG,2025-04-19,2024-12-31,11220869038.95,11220869038.95,9078706149.73,-100734159.49,-107246331.88,-23861927.1,219867848.47,0.13,178774723.34,1495238671.13
600460.XSHG,2025-04-19,2023-12-31,9339537962.75,9339537962.75,7264794969.37,-48775974.08,-56878103.46,-64557632.35,-35785761.01,-0.02,166850137.26,1242434516.79
600460.XSHG,2024-04-09,2023-12-31,9339537962.75,9339537962.75,7264794969.37,-48775974.08,-56878103.46,-64557632.35,-35785761.01,-0.02,166850137.26,1242434516.79
600460.XSHG,2024-04-09,2022-12-31,8282201633.03,8282201633.03,5843247715.36,1193579284.42,1192291816.03,1047545556.65,1052416787.13,0.74,143057297.34,1087804320.51
600460.XSHG,2023-03-31,2022-12-31,8282201633.03,8282201633.03,5843247715.36,1193579284.42,1192291816.03,1047545556.65,1052416787.13,0.74,143057297.34,1087804320.51
600460.XSHG,2023-03-31,2021-12-31,7194148249.93,7194148249.93,4806451224.77,1734591627.54,1730578957.84,1518001610.94,1517725588.3,1.13,121413798.97,889319518.6
600460.XSHG,2022-03-29,2021-12-31,7194148249.93,7194148249.93,4806451224.77,1734591627.54,1730578957.84,1518001610.94,1517725588.3,1.13,121413798.97,889319518.6
600486.XSHG,2025-03-25,2024-12-31,10434772672.8,10434772672.8,8023208533.3,1412950229.7,1406121568.69,1202955662.56,1202079529.21,2.978,232067562.0,825833360.61
600486.XSHG,2025-03-25,2023-12-31,11477690361.1,11477690361.1,8539145983.95,1869264543.39,1866151081.44,1566168737.44,1565018501.55,3.868,229788984.94,935351939.57
600486.XSHG,2024-03-26,2023-12-31,11477690361.1,11477690361.1,8539145983.95,1869264543.39,1866151081.44,1566168737.44,1565018501.55,3.868,229788984.94,935351939.57
600486.XSHG,2024-03-26,2022-12-31,15810759235.37,15810759235.37,11750373740.34,2146849406.17,2135263059.22,1795576862.59,1794134084.36,4.453,346026122.07,1338865446.54
600486.XSHG,2023-03-20,2022-12-31,15810759235.37,15810759235.37,11750373740.34,2146849406.17,2135263059.22,1795653204.14,1794210425.91,5.79,346026122.07,1338865446.54
600486.XSHG,2023-03-20,2021-12-31,11841464403.89,11841464403.89,9110424890.35,1443897651.97,1440414911.62,1223015308.27,1222026256.23,3.943,269356574.86,959702202.22
600486.XSHG,2022-03-29,2021-12-31,11841464403.89,11841464403.89,9110424890.35,1443897651.97,1440414911.62,1223015308.27,1222026256.23,3.943,269356574.86,959702202.22
600489.XSHG,2025-04-30,2024-12-31,65556150182.9,65556150182.9,55559194647.89,5414497144.13,5149937796.97,4203559477.72,3385988472.81,0.7,83534836.42,2746326353.84
600489.XSHG,2025-04-30,2023-12-31,61263636266.97,61263636266.97,53130523680.19,4399177189.93,4305305958.89,3617240690.45,2977855387.68,0.61,82604207.47,2359406291.0
600489.XSHG,2024-04-27,2023-12-31,61263636266.97,61263636266.97,53130523680.19,4399177189.93,4305305958.89,3617240690.45,2977855387.68,0.61,82604207.47,2359406291.0
600489.XSHG,2024-04-27,2022-12-31,57151533876.45,57151533876.45,50458733006.31,2794910303.42,2823110240.29,2277566606.01,1895412635.13,0.39,89339566.6,2513222441.13
600489.XSHG,2023-04-27,2022-12-31,57150951337.78,57150951337.78,50458733006.31,3019749586.48,3047949523.35,2501266353.21,2117139778.79,0.44,89339566.6,2503404552.83
600489.XSHG,2023-04-27,2021-12-31,56102498949.46,56102498949.46,49657166933.72,2724447077.24,2533292418.54,1958884907.51,1697836680.83,0.35,79219258.43,2641192004.57
600489.XSHG,2022-04-21,2021-12-31,56102498949.46,56102498949.46,49657166933.72,2724447077.24,2533292418.54,1958884907.51,1697836680.83,0.35,79219258.43,2641192004.57
600516.XSHG,2025-04-26,2024-12-31,3872039880.46,3872039880.46,3330228783.17,188116366.69,191061117.07,141390493.24,186021771.78,0.05,72828724.68,432093596.0
600516.XSHG,2025-06-30,2023-12-31,5131908843.35,5131908843.35,4155103191.13,518758724.99,512094484.65,421300514.01,416237631.36,0.11,119762649.55,472258255.39
600516.XSHG,2025-04-26,2023-12-31,5131908843.35,5131908843.35,4155103191.13,518758724.99,512094484.65,421300514.01,416237631.36,0.11,119762649.55,472258255.39
600516.XSHG,2024-04-02,2023-12-31,5131908843.35,5131908843.35,4155103191.13,518758724.99,512094484.65,421300514.01,416237631.36,0.11,119762649.55,472258255.39
600516.XSHG,2025-06-30,2022-12-31,5320293391.07,5320293391.07,3943208334.94,1164092924.24,1151857144.11,933640487.23,839939033.95,0.22,130785567.96,457814772.42
600516.XSHG,2025-06-30,2022-12-31,5320293391.07,5320293391.07,3943208334.94,1164092924.24,1151857144.11,933640487.23,839939033.95,0.22,130785567.96,457814772.42
600516.XSHG,2024-04-02,2022-12-31,5320293391.07,5320293391.07,3943208334.94,1164092924.24,1151857144.11,933640487.23,839939033.95,0.22,130785567.96,457814772.42
600516.XSHG,2023-04-15,2022-12-31,5320293391.07,5320293391.07,3943208334.94,1164092924.24,1151857144.11,933640487.23,839939033.95,0.22,130785567.96,457814772.42
600516.XSHG,2025-06-30,2021-12-31,4651772746.11,4651772746.11,3093100911.91,1349095225.06,1330672939.88,1115576682.69,1084595183.21,0.29,133539805.51,576967015.64
600516.XSHG,2023-04-15,2021-12-31,4651772746.11,4651772746.11,3093100911.91,1349095225.06,1330672939.88,1115576682.69,1084595183.21,0.29,133539805.51,576967015.64
