secID,publishDate,endDate,CFrSaleGS
600346.XSHG,2025-04-17,2023-12-31,253368629479.01
600346.XSHG,2024-04-10,2023-12-31,253368629479.01
600346.XSHG,2024-04-10,2022-12-31,267426902574.47
600346.XSHG,2023-04-28,2022-12-31,267426902574.47
600346.XSHG,2023-04-28,2021-12-31,212351925115.56
600346.XSHG,2022-04-07,2021-12-31,212351925115.56
600398.XSHG,2025-04-30,2024-12-31,22943995555.73
600398.XSHG,2025-04-30,2023-12-31,23613263029.41
600398.XSHG,2024-04-30,2023-12-31,23613263029.41
600398.XSHG,2024-04-30,2022-12-31,19654263185.7
600398.XSHG,2023-04-28,2022-12-31,19654263185.7
600398.XSHG,2023-04-28,2021-12-31,22799695698.29
600398.XSHG,2022-04-28,2021-12-31,22799695698.29
600406.XSHG,2025-04-29,2024-12-31,59563530862.69
600406.XSHG,2025-04-29,2023-12-31,52872529144.51
600406.XSHG,2024-04-26,2023-12-31,52794237159.09
600406.XSHG,2024-04-26,2022-12-31,46276878017.2
600406.XSHG,2023-04-28,2022-12-31,46276878017.2
600406.XSHG,2023-04-28,2021-12-31,40219447407.36
600406.XSHG,2022-04-29,2021-12-31,40219447407.36
600426.XSHG,2025-03-29,2024-12-31,32394894792.12
600426.XSHG,2025-03-29,2023-12-31,25631116403.21
600426.XSHG,2024-03-30,2023-12-31,25631116403.21
600426.XSHG,2024-03-30,2022-12-31,28219950333.33
600426.XSHG,2023-03-30,2022-12-31,28219950333.33
600426.XSHG,2023-03-30,2021-12-31,21445766607.61
600426.XSHG,2022-03-30,2021-12-31,21337241989.01
600436.XSHG,2025-04-26,2024-12-31,12022826031.79
600436.XSHG,2025-04-26,2023-12-31,10397430819.72
600436.XSHG,2024-04-20,2023-12-31,10397430819.72
600436.XSHG,2024-04-20,2022-12-31,9349531520.71
600436.XSHG,2023-04-15,2022-12-31,9349531520.71
600436.XSHG,2023-04-15,2021-12-31,8646529849.23
600436.XSHG,2022-04-16,2021-12-31,8646529849.23
600438.XSHG,2025-04-30,2024-12-31,85569173337.71
600438.XSHG,2025-04-30,2023-12-31,124243805359.37
600438.XSHG,2024-04-30,2023-12-31,124243805359.37
600438.XSHG,2024-04-30,2022-12-31,129778869793.04
600438.XSHG,2023-04-25,2022-12-31,129778869793.04
600438.XSHG,2023-04-25,2021-12-31,57872243385.87
600438.XSHG,2022-04-26,2021-12-31,56533317822.08
600456.XSHG,2025-03-28,2024-12-31,3760553886.08
600456.XSHG,2025-03-28,2023-12-31,3678546385.76
600456.XSHG,2024-03-30,2023-12-31,3678546385.76
600456.XSHG,2024-03-30,2022-12-31,3726295961.78
600456.XSHG,2023-04-26,2022-12-31,3726295961.78
600456.XSHG,2023-04-26,2021-12-31,3389524686.89
600456.XSHG,2022-04-16,2021-12-31,3389524686.89
600460.XSHG,2025-04-19,2024-12-31,6533735871.32
600460.XSHG,2025-04-19,2023-12-31,5776533691.79
600460.XSHG,2024-04-09,2023-12-31,5776533691.79
600460.XSHG,2024-04-09,2022-12-31,5363722977.15
600460.XSHG,2023-03-31,2022-12-31,5363722977.15
600460.XSHG,2023-03-31,2021-12-31,4599606840.69
600460.XSHG,2022-03-29,2021-12-31,4599606840.69
600486.XSHG,2025-03-25,2024-12-31,11028923194.0
600486.XSHG,2025-03-25,2023-12-31,11227265503.35
600486.XSHG,2024-03-26,2023-12-31,11227265503.35
600486.XSHG,2024-03-26,2022-12-31,15836867256.79
600486.XSHG,2023-03-20,2022-12-31,15836867256.79
600486.XSHG,2023-03-20,2021-12-31,11448217642.25
600486.XSHG,2022-03-29,2021-12-31,11448217642.25
600489.XSHG,2025-04-30,2024-12-31,69979269253.39
600489.XSHG,2025-04-30,2023-12-31,65345654355.58
600489.XSHG,2024-04-27,2023-12-31,65345654355.58
600489.XSHG,2024-04-27,2022-12-31,61486083199.03
600489.XSHG,2023-04-27,2022-12-31,61485453199.03
600489.XSHG,2023-04-27,2021-12-31,60541561606.02
600489.XSHG,2022-04-21,2021-12-31,60541561606.02
600516.XSHG,2025-04-26,2024-12-31,4573040839.57
600516.XSHG,2025-06-30,2023-12-31,5213179028.34
600516.XSHG,2025-04-26,2023-12-31,5213179028.34
600516.XSHG,2024-04-02,2023-12-31,5213179028.34
600516.XSHG,2025-06-30,2022-12-31,5003068592.47
600516.XSHG,2025-06-30,2022-12-31,5003068592.47
600516.XSHG,2024-04-02,2022-12-31,5003068592.47
600516.XSHG,2023-04-15,2022-12-31,5003068592.47
600516.XSHG,2025-06-30,2021-12-31,4490127136.75
600516.XSHG,2023-04-15,2021-12-31,4490127136.75
600516.XSHG,2022-04-23,2021-12-31,4490127136.75
600519.XSHG,2025-04-03,2024-12-31,182645203339.89
600519.XSHG,2025-04-03,2023-12-31,163699909417.62
600519.XSHG,2024-04-03,2023-12-31,163699909417.62
600519.XSHG,2024-04-03,2022-12-31,140691678592.0
600519.XSHG,2023-03-31,2022-12-31,140691678592.0
600519.XSHG,2023-03-31,2021-12-31,119320536796.65
600519.XSHG,2022-03-31,2021-12-31,119320536796.65
600547.XSHG,2025-03-28,2024-12-31,87429315219.83
600547.XSHG,2025-03-28,2023-12-31,61647283293.27
600547.XSHG,2024-03-29,2023-12-31,61647283293.27
600547.XSHG,2024-03-29,2022-12-31,57055319138.13
600547.XSHG,2023-03-30,2022-12-31,57055319138.13
600547.XSHG,2023-03-30,2021-12-31,40245546494.56
600547.XSHG,2022-03-29,2021-12-31,40245546494.56
600566.XSHG,2025-04-26,2024-12-31,9285378818.03
600566.XSHG,2025-04-26,2023-12-31,10857090326.96
600566.XSHG,2024-04-10,2023-12-31,10857090326.96
600566.XSHG,2024-04-10,2022-12-31,9441819954.72
600566.XSHG,2023-04-10,2022-12-31,9441819954.72
600566.XSHG,2023-04-10,2021-12-31,8499125967.7
600566.XSHG,2022-04-16,2021-12-31,8499125967.7
600567.XSHG,2025-04-30,2024-12-31,27660840163.07
600567.XSHG,2025-04-30,2023-12-31,26544690156.46
600567.XSHG,2024-04-24,2023-12-31,26544690156.46
600567.XSHG,2024-04-24,2022-12-31,30686511500.76
600567.XSHG,2023-04-29,2022-12-31,30686511500.76
600567.XSHG,2023-04-29,2021-12-31,31386047551.71
600567.XSHG,2022-04-16,2021-12-31,31386047551.71
600570.XSHG,2025-03-29,2024-12-31,6905314008.63
600570.XSHG,2025-03-29,2023-12-31,7414834342.32
600570.XSHG,2024-03-25,2023-12-31,7414834342.32
600570.XSHG,2024-03-25,2022-12-31,6678651178.15
600570.XSHG,2023-06-28,2022-12-31,6678651178.15
600570.XSHG,2023-04-01,2022-12-31,6678651178.15
600570.XSHG,2023-06-28,2021-12-31,5844844692.26
600570.XSHG,2023-04-01,2021-12-31,5844844692.26
600570.XSHG,2022-03-31,2021-12-31,5844844692.26
600583.XSHG,2025-03-18,2024-12-31,32039161200.0
600583.XSHG,2025-03-18,2023-12-31,34093364700.0
600583.XSHG,2024-03-19,2023-12-31,34093364700.0
600583.XSHG,2024-03-19,2022-12-31,31070015100.0
600583.XSHG,2023-03-21,2022-12-31,31070015100.0
600583.XSHG,2023-03-21,2021-12-31,22267284800.0
600583.XSHG,2022-03-22,2021-12-31,22267284800.0
600584.XSHG,2025-04-21,2024-12-31,36896351233.14
600584.XSHG,2025-04-21,2023-12-31,30432734514.39
600584.XSHG,2024-04-19,2023-12-31,30432734514.39
600584.XSHG,2024-04-19,2022-12-31,36232811018.57
600584.XSHG,2023-03-31,2022-12-31,36232811018.57
600584.XSHG,2023-03-31,2021-12-31,32445354589.02
600584.XSHG,2022-03-31,2021-12-31,32445354589.02
600585.XSHG,2025-03-25,2024-12-31,100983809524.0
600585.XSHG,2025-03-25,2023-12-31,171754444952.0
600585.XSHG,2024-03-20,2023-12-31,171550099544.0
600585.XSHG,2024-03-20,2022-12-31,157835158640.0
600585.XSHG,2023-03-28,2022-12-31,157835158640.0
600585.XSHG,2023-03-28,2021-12-31,200655230732.0
600585.XSHG,2022-03-26,2021-12-31,200645299274.0
600588.XSHG,2025-03-29,2024-12-31,9798563652.0
600588.XSHG,2025-03-29,2023-12-31,9966800944.0
600588.XSHG,2024-03-30,2023-12-31,9966800944.0
600588.XSHG,2024-03-30,2022-12-31,8877906403.0
600588.XSHG,2023-03-25,2022-12-31,8877906403.0
600588.XSHG,2023-03-25,2021-12-31,8790532819.0
600588.XSHG,2022-03-19,2021-12-31,8790532819.0
600600.XSHG,2025-03-31,2024-12-31,38057169909.0
600600.XSHG,2025-03-31,2023-12-31,37880402381.0
600600.XSHG,2024-03-27,2023-12-31,37880402381.0
600600.XSHG,2024-03-27,2022-12-31,37646617995.0
600600.XSHG,2023-03-23,2022-12-31,37646617995.0
600600.XSHG,2023-03-23,2021-12-31,35855302233.0
600600.XSHG,2022-03-29,2021-12-31,35855302233.0
600637.XSHG,2025-06-28,2024-12-31,9012176699.89
600637.XSHG,2025-04-19,2024-12-31,9012176699.89
600637.XSHG,2025-06-28,2023-12-31,10092024756.89
600637.XSHG,2025-04-19,2023-12-31,10092024756.89
600637.XSHG,2024-04-20,2023-12-31,10092024756.89
600637.XSHG,2024-04-20,2022-12-31,9241849545.89
600637.XSHG,2023-04-29,2022-12-31,9241849545.89
600637.XSHG,2023-04-29,2021-12-31,11473360032.44
600637.XSHG,2022-04-30,2021-12-31,11473360032.44
600660.XSHG,2025-03-19,2024-12-31,37770735435.0
600660.XSHG,2025-03-19,2023-12-31,31482964361.0
600660.XSHG,2024-03-16,2023-12-31,31482964361.0
600660.XSHG,2024-03-16,2022-12-31,29140807061.0
600660.XSHG,2023-03-17,2022-12-31,29140807061.0
600660.XSHG,2023-03-17,2021-12-31,24732625116.0
600660.XSHG,2022-03-18,2021-12-31,24732625116.0
600674.XSHG,2025-04-12,2024-12-31,1713338554.83
600674.XSHG,2025-04-12,2023-12-31,1493288130.04
600674.XSHG,2024-04-12,2023-12-31,1493288130.04
600674.XSHG,2024-04-12,2022-12-31,1393144928.21
600674.XSHG,2023-04-21,2022-12-31,1393144928.21
600674.XSHG,2023-04-21,2021-12-31,1344716509.24
600674.XSHG,2022-04-21,2021-12-31,1344716509.24
600690.XSHG,2025-03-28,2024-12-31,306799219762.12
600690.XSHG,2025-03-28,2023-12-31,289485600146.01
600690.XSHG,2024-03-28,2023-12-31,275380453881.77
600690.XSHG,2024-03-28,2022-12-31,258307895412.14
600690.XSHG,2023-03-31,2022-12-31,258086116120.44
600690.XSHG,2023-03-31,2021-12-31,259848073159.87
600690.XSHG,2022-03-31,2021-12-31,259627755397.89
600703.XSHG,2025-04-26,2024-12-31,15428959171.13
600703.XSHG,2025-04-26,2023-12-31,12619771461.71
600703.XSHG,2024-04-27,2023-12-31,12619771461.71
600703.XSHG,2024-04-27,2022-12-31,10366154329.53
600703.XSHG,2023-04-28,2022-12-31,10366154329.53
600703.XSHG,2023-04-28,2021-12-31,9135847124.72
600703.XSHG,2022-04-26,2021-12-31,9135847124.72
600729.XSHG,2025-04-19,2024-12-31,27615869011.84
600729.XSHG,2025-04-19,2023-12-31,30776379100.82
600729.XSHG,2024-04-19,2023-12-31,30771320824.97
600729.XSHG,2024-04-19,2022-12-31,28460482211.83
600729.XSHG,2023-06-13,2022-12-31,28460482211.83
600729.XSHG,2023-04-08,2022-12-31,28460482211.83
600729.XSHG,2023-06-13,2021-12-31,32980196980.2
600729.XSHG,2023-04-08,2021-12-31,32980196980.2
600729.XSHG,2022-03-26,2021-12-31,32971257465.88
600741.XSHG,2025-04-29,2024-12-31,141284424242.93
600741.XSHG,2025-04-29,2023-12-31,149255757619.26
600741.XSHG,2024-03-29,2023-12-31,149255757619.26
600741.XSHG,2024-03-29,2022-12-31,141861896557.31
600741.XSHG,2023-04-28,2022-12-31,141861896557.31
600741.XSHG,2023-04-28,2021-12-31,130112078996.31
600741.XSHG,2022-04-29,2021-12-31,130112078996.31
600745.XSHG,2025-04-26,2024-12-31,75102158281.7
600745.XSHG,2025-04-26,2023-12-31,62413899105.84
600745.XSHG,2024-04-23,2023-12-31,62413899105.84
600745.XSHG,2024-04-23,2022-12-31,59965986180.89
600745.XSHG,2023-04-29,2022-12-31,59965986180.89
600745.XSHG,2023-04-29,2021-12-31,52008349521.59
600745.XSHG,2022-04-26,2021-12-31,52008349521.59
600763.XSHG,2025-04-26,2024-12-31,2872527874.24
600763.XSHG,2025-04-26,2023-12-31,2829231059.29
600763.XSHG,2024-04-26,2023-12-31,2829231059.29
600763.XSHG,2024-04-26,2022-12-31,2702085305.38
600763.XSHG,2023-04-28,2022-12-31,2702085305.38
600763.XSHG,2023-04-28,2021-12-31,2782581147.2
600763.XSHG,2022-04-28,2021-12-31,2782581147.2
600765.XSHG,2025-04-04,2024-12-31,8480792367.08
600765.XSHG,2025-03-31,2024-12-31,8480792367.08
600765.XSHG,2025-04-04,2023-12-31,9578926135.38
600765.XSHG,2025-03-31,2023-12-31,9578926135.38
600765.XSHG,2024-03-15,2023-12-31,8873989359.13
600765.XSHG,2024-03-15,2022-12-31,7937739281.89
600765.XSHG,2023-03-17,2022-12-31,7937739281.89
600765.XSHG,2023-03-15,2022-12-31,7937739281.89
600765.XSHG,2023-03-17,2021-12-31,7758847274.97
600765.XSHG,2023-03-15,2021-12-31,7758847274.97
600765.XSHG,2022-03-15,2021-12-31,7758847274.97
600779.XSHG,2025-04-30,2024-12-31,5347648317.58
600779.XSHG,2025-04-30,2023-12-31,5635760313.48
600779.XSHG,2024-04-27,2023-12-31,5635760313.48
600779.XSHG,2024-04-27,2022-12-31,5241142381.56
600779.XSHG,2023-04-29,2022-12-31,5241142381.56
600779.XSHG,2023-04-29,2021-12-31,5339709273.96
600779.XSHG,2022-04-23,2021-12-31,5339709273.96
600801.XSHG,2025-03-27,2024-12-31,30615810728.0
600801.XSHG,2025-03-27,2023-12-31,30570922906.0
600801.XSHG,2024-03-29,2023-12-31,30570922906.0
600801.XSHG,2024-03-29,2022-12-31,28725662825.0
600801.XSHG,2023-03-29,2022-12-31,28725662825.0
600801.XSHG,2023-03-29,2021-12-31,31749395997.0
600801.XSHG,2022-03-30,2021-12-31,31749395997.0
600809.XSHG,2025-04-30,2024-12-31,36609130569.36
600809.XSHG,2025-04-30,2023-12-31,30131095571.49
600809.XSHG,2024-04-26,2023-12-31,30131095571.49
600809.XSHG,2024-04-26,2022-12-31,28712665309.89
600809.XSHG,2023-04-28,2022-12-31,28712665309.89
600809.XSHG,2023-04-28,2021-12-31,25048091975.76
600809.XSHG,2022-04-28,2021-12-31,25048091975.76
600848.XSHG,2025-04-12,2024-12-31,8512651131.19
600848.XSHG,2025-04-12,2023-12-31,9859485644.41
600848.XSHG,2024-04-13,2023-12-31,9845220271.51
600848.XSHG,2024-04-13,2022-12-31,8506029529.98
600848.XSHG,2023-04-14,2022-12-31,8506029529.98
600848.XSHG,2023-04-14,2021-12-31,6897095665.68
600848.XSHG,2022-04-28,2021-12-31,6897095665.68
600862.XSHG,2025-03-15,2024-12-31,2994589978.85
600862.XSHG,2025-03-15,2023-12-31,2574660979.99
600862.XSHG,2024-03-16,2023-12-31,2574660979.99
600862.XSHG,2024-03-16,2022-12-31,2269771479.72
600862.XSHG,2023-03-16,2022-12-31,2269771479.72
600862.XSHG,2023-03-16,2021-12-31,3174726029.12
600862.XSHG,2022-03-16,2021-12-31,3174726029.12
600871.XSHG,2025-03-19,2024-12-31,78943570000.0
600871.XSHG,2025-03-19,2023-12-31,78293372000.0
600871.XSHG,2024-03-27,2023-12-31,78293372000.0
600871.XSHG,2024-03-27,2022-12-31,72986961000.0
600871.XSHG,2023-03-29,2022-12-31,72986961000.0
600871.XSHG,2023-03-29,2021-12-31,63641759000.0
600871.XSHG,2022-03-30,2021-12-31,63641759000.0
600886.XSHG,2025-04-30,2024-12-31,60455672696.52
600886.XSHG,2025-04-30,2023-12-31,57105283181.81
600886.XSHG,2024-04-30,2023-12-31,57105283181.81
600886.XSHG,2024-04-30,2022-12-31,55206739681.06
600886.XSHG,2023-04-29,2022-12-31,55206739681.06
600886.XSHG,2023-04-29,2021-12-31,45823915895.41
600886.XSHG,2022-04-29,2021-12-31,45823915895.41
600887.XSHG,2025-04-30,2024-12-31,130651821490.28
600887.XSHG,2025-04-30,2023-12-31,137239211650.99
600887.XSHG,2024-04-30,2023-12-31,137239211650.99
600887.XSHG,2024-04-30,2022-12-31,133594145427.82
600887.XSHG,2023-04-28,2022-12-31,133594145427.82
600887.XSHG,2023-04-28,2021-12-31,121968369864.72
600887.XSHG,2022-04-28,2021-12-31,121968369864.72
600893.XSHG,2025-04-02,2024-12-31,30753445569.12
600893.XSHG,2025-04-02,2023-12-31,36235697493.98
600893.XSHG,2024-03-30,2023-12-31,36235697493.98
600893.XSHG,2024-03-30,2022-12-31,26708571354.71
600893.XSHG,2023-03-31,2022-12-31,26708571354.71
600893.XSHG,2023-03-31,2021-12-31,48520203014.47
600893.XSHG,2022-04-09,2021-12-31,48520203014.47
600900.XSHG,2025-04-30,2024-12-31,94910070204.68
600900.XSHG,2025-04-30,2023-12-31,96267868544.11
600900.XSHG,2024-04-30,2023-12-31,96235638511.89
600900.XSHG,2024-04-30,2022-12-31,71280788590.49
600900.XSHG,2023-04-28,2022-12-31,58947811679.22
600900.XSHG,2023-04-28,2021-12-31,62861271803.49
600900.XSHG,2022-04-30,2021-12-31,62861271803.49
600905.XSHG,2025-04-30,2024-12-31,25539744383.43
600905.XSHG,2025-04-30,2023-12-31,21118007347.05
600905.XSHG,2024-04-30,2023-12-31,21101421635.43
600905.XSHG,2024-04-30,2022-12-31,20326488972.49
600905.XSHG,2023-04-29,2022-12-31,20326488972.49
600905.XSHG,2023-04-29,2021-12-31,12110423616.83
600905.XSHG,2022-04-28,2021-12-31,12090345538.97
600918.XSHG,2025-03-22,2024-12-31,
600918.XSHG,2025-03-22,2023-12-31,
600918.XSHG,2024-03-30,2023-12-31,
600918.XSHG,2024-03-30,2022-12-31,
600918.XSHG,2023-03-31,2022-12-31,
600918.XSHG,2023-03-31,2021-12-31,
600918.XSHG,2022-03-30,2021-12-31,
600919.XSHG,2025-04-19,2024-12-31,
600919.XSHG,2025-04-19,2023-12-31,
600919.XSHG,2024-04-26,2023-12-31,
600919.XSHG,2024-04-26,2022-12-31,
600919.XSHG,2023-04-26,2022-12-31,
600919.XSHG,2023-04-26,2021-12-31,
600919.XSHG,2022-04-13,2021-12-31,
600926.XSHG,2025-04-12,2024-12-31,
600926.XSHG,2025-04-12,2023-12-31,
600926.XSHG,2024-04-20,2023-12-31,
600926.XSHG,2024-04-20,2022-12-31,
600926.XSHG,2023-04-26,2022-12-31,
600926.XSHG,2023-04-26,2021-12-31,
600926.XSHG,2022-04-16,2021-12-31,
600958.XSHG,2025-03-29,2024-12-31,
600958.XSHG,2025-03-29,2023-12-31,
600958.XSHG,2024-03-28,2023-12-31,
600958.XSHG,2024-03-28,2022-12-31,
600958.XSHG,2023-03-31,2022-12-31,
600958.XSHG,2023-03-31,2021-12-31,
600958.XSHG,2022-03-31,2021-12-31,
600989.XSHG,2025-03-12,2024-12-31,35731517640.87
600989.XSHG,2025-03-12,2023-12-31,30423679588.06
600989.XSHG,2024-03-22,2023-12-31,30423679588.06
600989.XSHG,2024-03-22,2022-12-31,27746952809.83
600989.XSHG,2023-03-10,2022-12-31,27746952809.83
600989.XSHG,2023-03-10,2021-12-31,19433800374.02
600989.XSHG,2022-03-10,2021-12-31,19433800374.02
601006.XSHG,2025-04-30,2024-12-31,46998882354.0
601006.XSHG,2025-04-30,2023-12-31,58190293659.0
601006.XSHG,2024-04-27,2023-12-31,58190293659.0
601006.XSHG,2024-04-27,2022-12-31,53829654082.0
601006.XSHG,2023-04-27,2022-12-31,53829654082.0
601006.XSHG,2023-04-27,2021-12-31,57391001178.0
601006.XSHG,2022-04-28,2021-12-31,57391001178.0
601009.XSHG,2025-04-22,2024-12-31,
601009.XSHG,2025-04-22,2023-12-31,
601009.XSHG,2024-04-27,2023-12-31,
601009.XSHG,2024-04-27,2022-12-31,
601009.XSHG,2023-04-29,2022-12-31,
601009.XSHG,2023-04-29,2021-12-31,
601009.XSHG,2022-04-16,2021-12-31,
601012.XSHG,2025-05-07,2024-12-31,64244597197.78
601012.XSHG,2025-04-30,2024-12-31,64244597197.78
601012.XSHG,2025-05-07,2023-12-31,94330066969.94
601012.XSHG,2025-04-30,2023-12-31,94330066969.94
601012.XSHG,2024-04-30,2023-12-31,94330066969.94
601012.XSHG,2024-04-30,2022-12-31,100008255063.04
601012.XSHG,2023-07-13,2022-12-31,100008255063.04
601012.XSHG,2023-04-28,2022-12-31,100008255063.04
601012.XSHG,2023-07-13,2021-12-31,61968788319.41
601012.XSHG,2023-04-28,2021-12-31,61968788319.41
601012.XSHG,2022-04-28,2021-12-31,61968788319.41
601016.XSHG,2025-03-28,2024-12-31,4527736504.5
601016.XSHG,2025-03-28,2023-12-31,4455225058.87
601016.XSHG,2024-03-29,2023-12-31,4455225058.87
601016.XSHG,2024-03-29,2022-12-31,5552221675.2
601016.XSHG,2023-03-31,2022-12-31,5552221675.2
601016.XSHG,2023-03-31,2021-12-31,3113757358.7
601016.XSHG,2022-03-11,2021-12-31,2796098404.94
601066.XSHG,2025-03-28,2024-12-31,
601066.XSHG,2025-03-28,2023-12-31,
601066.XSHG,2024-03-29,2023-12-31,
601066.XSHG,2024-03-29,2022-12-31,
601066.XSHG,2023-03-31,2022-12-31,
601066.XSHG,2023-03-31,2021-12-31,
601066.XSHG,2022-03-31,2021-12-31,
601077.XSHG,2025-03-26,2024-12-31,
601077.XSHG,2025-03-26,2023-12-31,
601077.XSHG,2024-03-29,2023-12-31,
601077.XSHG,2024-03-29,2022-12-31,
601077.XSHG,2023-03-31,2022-12-31,
601077.XSHG,2023-03-31,2021-12-31,
601077.XSHG,2022-03-31,2021-12-31,
601088.XSHG,2025-03-22,2024-12-31,349923000000.0
601088.XSHG,2025-03-22,2023-12-31,345354000000.0
601088.XSHG,2024-03-23,2023-12-31,345354000000.0
601088.XSHG,2024-03-23,2022-12-31,356618000000.0
601088.XSHG,2023-03-25,2022-12-31,356618000000.0
601088.XSHG,2023-03-25,2021-12-31,345043000000.0
601088.XSHG,2022-03-26,2021-12-31,344619000000.0
601100.XSHG,2025-04-29,2024-12-31,8022929291.31
601100.XSHG,2025-04-29,2023-12-31,8067091301.02
601100.XSHG,2024-04-23,2023-12-31,8067091301.02
601100.XSHG,2024-04-23,2022-12-31,6894514289.99
601100.XSHG,2023-04-25,2022-12-31,6965088235.05
601100.XSHG,2023-04-25,2021-12-31,8388881791.87
601100.XSHG,2022-04-26,2021-12-31,8388881791.87
601111.XSHG,2025-03-28,2024-12-31,179287364000.0
601111.XSHG,2025-03-28,2023-12-31,154911892000.0
601111.XSHG,2024-03-29,2023-12-31,154911892000.0
601111.XSHG,2024-03-29,2022-12-31,56086178000.0
601111.XSHG,2023-03-31,2022-12-31,56086178000.0
601111.XSHG,2023-03-31,2021-12-31,78610787000.0
601111.XSHG,2022-03-31,2021-12-31,78610787000.0
601117.XSHG,2025-04-30,2024-12-31,170430032539.28
601117.XSHG,2025-04-30,2023-12-31,159012389372.0
601117.XSHG,2024-04-29,2023-12-31,159012389372.0
601117.XSHG,2024-04-29,2022-12-31,151258022293.07
601117.XSHG,2023-03-28,2022-12-31,151258022293.07
601117.XSHG,2023-03-28,2021-12-31,132177519362.63
601117.XSHG,2022-04-28,2021-12-31,132177519362.63
601138.XSHG,2025-04-30,2024-12-31,603022174000.0
601138.XSHG,2025-04-30,2023-12-31,500495458000.0
601138.XSHG,2024-03-28,2023-12-31,500495458000.0
601138.XSHG,2024-03-14,2023-12-31,500495458000.0
601138.XSHG,2024-03-28,2022-12-31,516357456000.0
601138.XSHG,2024-03-14,2022-12-31,516357456000.0
601138.XSHG,2023-03-15,2022-12-31,516357456000.0
601138.XSHG,2023-03-15,2021-12-31,450521140000.0
601138.XSHG,2022-03-23,2021-12-31,450521140000.0
601155.XSHG,2025-10-01,2024-12-31,44701341018.0
601155.XSHG,2025-03-29,2024-12-31,44701341018.0
601155.XSHG,2025-10-01,2023-12-31,64897961836.0
601155.XSHG,2025-03-29,2023-12-31,64897961836.0
601155.XSHG,2024-03-29,2023-12-31,64897961836.0
601155.XSHG,2024-03-29,2022-12-31,89768844745.0
601155.XSHG,2023-04-01,2022-12-31,89768844745.0
601155.XSHG,2023-04-01,2021-12-31,163249429100.0
601155.XSHG,2022-03-31,2021-12-31,163249429100.0
601162.XSHG,2025-04-30,2024-12-31,
601162.XSHG,2025-04-30,2023-12-31,
601162.XSHG,2024-04-30,2023-12-31,
601162.XSHG,2024-04-30,2022-12-31,
601162.XSHG,2023-04-28,2022-12-31,
601162.XSHG,2023-04-28,2021-12-31,
601162.XSHG,2022-03-31,2021-12-31,
601166.XSHG,2025-03-28,2024-12-31,
601166.XSHG,2025-03-28,2023-12-31,
601166.XSHG,2024-03-29,2023-12-31,
601166.XSHG,2024-03-29,2022-12-31,
601166.XSHG,2023-03-31,2022-12-31,
601166.XSHG,2023-03-31,2021-12-31,
601166.XSHG,2022-03-25,2021-12-31,
601186.XSHG,2025-03-29,2024-12-31,1072608268000.0
601186.XSHG,2025-03-29,2023-12-31,1154794097000.0
601186.XSHG,2024-03-29,2023-12-31,1154794097000.0
601186.XSHG,2024-03-29,2022-12-31,1146501353000.0
601186.XSHG,2023-03-31,2022-12-31,1146501353000.0
601186.XSHG,2023-03-31,2021-12-31,1075803668000.0
601186.XSHG,2022-03-31,2021-12-31,1075803668000.0
601198.XSHG,2025-04-04,2024-12-31,
601198.XSHG,2025-04-04,2023-12-31,
601198.XSHG,2024-04-04,2023-12-31,
601198.XSHG,2024-04-04,2022-12-31,
601198.XSHG,2023-03-31,2022-12-31,
601198.XSHG,2023-03-31,2021-12-31,
601198.XSHG,2022-04-29,2021-12-31,
601211.XSHG,2025-03-29,2024-12-31,
601211.XSHG,2025-03-29,2023-12-31,
601211.XSHG,2024-03-29,2023-12-31,
601211.XSHG,2024-03-29,2022-12-31,
601211.XSHG,2023-03-30,2022-12-31,
601211.XSHG,2023-03-30,2021-12-31,
601211.XSHG,2022-03-31,2021-12-31,
601225.XSHG,2025-04-26,2024-12-31,204442424271.77
601225.XSHG,2025-04-26,2023-12-31,195689586850.65
601225.XSHG,2024-04-26,2023-12-31,182084303963.0
601225.XSHG,2024-04-26,2022-12-31,192543387299.29
601225.XSHG,2023-04-27,2022-12-31,192552443299.29
601225.XSHG,2023-04-27,2021-12-31,184886997318.19
601225.XSHG,2022-04-28,2021-12-31,184667881240.54
601229.XSHG,2025-04-25,2024-12-31,
601229.XSHG,2025-04-25,2023-12-31,
601229.XSHG,2024-04-26,2023-12-31,
601229.XSHG,2024-04-26,2022-12-31,
601229.XSHG,2023-04-28,2022-12-31,
601229.XSHG,2023-04-28,2021-12-31,
601229.XSHG,2022-04-22,2021-12-31,
601233.XSHG,2025-04-26,2024-12-31,112722266673.41
601233.XSHG,2025-04-26,2023-12-31,90311797279.26
601233.XSHG,2024-04-27,2023-12-31,90311797279.26
601233.XSHG,2024-04-27,2022-12-31,69751884964.2
601233.XSHG,2023-07-07,2022-12-31,69751884964.2
601233.XSHG,2023-04-22,2022-12-31,69751884964.2
601233.XSHG,2023-07-07,2021-12-31,64582281541.31
601233.XSHG,2023-04-22,2021-12-31,64582281541.31
601233.XSHG,2022-04-28,2021-12-31,64582281541.31
601236.XSHG,2025-03-29,2024-12-31,
601236.XSHG,2025-03-29,2023-12-31,
601236.XSHG,2024-03-30,2023-12-31,
601236.XSHG,2024-03-30,2022-12-31,
601236.XSHG,2023-03-31,2022-12-31,
601236.XSHG,2023-03-31,2021-12-31,
601236.XSHG,2022-03-31,2021-12-31,
601238.XSHG,2025-03-29,2024-12-31,140995536835.0
