secID,publishDate,endDate,cashCEquiv,fixedAssets,TAssets,TLiab,TShEquity,retainedEarnings,paidInCapital,AR,inventories,TCA,TCL
000001.XSHE,2025-10-25,2024-12-31,268973000000.0,8634000000.0,5769270000000.0,5274428000000.0,494842000000.0,243605000000.0,19406000000.0,,,,
000001.XSHE,2025-08-23,2024-12-31,268973000000.0,8634000000.0,5769270000000.0,5274428000000.0,494842000000.0,243605000000.0,19406000000.0,,,,
000001.XSHE,2025-04-19,2024-12-31,268973000000.0,8634000000.0,5769270000000.0,5274428000000.0,494842000000.0,243605000000.0,19406000000.0,,,,
000001.XSHE,2025-03-15,2024-12-31,268973000000.0,8634000000.0,5769270000000.0,5274428000000.0,494842000000.0,243605000000.0,19406000000.0,,,,
000001.XSHE,2025-03-15,2023-12-31,274663000000.0,9814000000.0,5587116000000.0,5114788000000.0,472328000000.0,221255000000.0,19406000000.0,,,,
000001.XSHE,2024-10-19,2023-12-31,274663000000.0,9814000000.0,5587116000000.0,5114788000000.0,472328000000.0,221255000000.0,19406000000.0,,,,
000001.XSHE,2024-08-16,2023-12-31,274663000000.0,9814000000.0,5587116000000.0,5114788000000.0,472328000000.0,221255000000.0,19406000000.0,,,,
000001.XSHE,2024-04-20,2023-12-31,274663000000.0,9814000000.0,5587116000000.0,5114788000000.0,472328000000.0,221255000000.0,19406000000.0,,,,
000001.XSHE,2024-03-15,2023-12-31,274663000000.0,9814000000.0,5587116000000.0,5114788000000.0,472328000000.0,221255000000.0,19406000000.0,,,,
000001.XSHE,2024-03-15,2022-12-31,285277000000.0,11083000000.0,5321514000000.0,4886834000000.0,434680000000.0,186305000000.0,19406000000.0,,,,
000001.XSHE,2023-10-25,2022-12-31,285277000000.0,11083000000.0,5321514000000.0,4886834000000.0,434680000000.0,186305000000.0,19406000000.0,,,,
000001.XSHE,2023-08-24,2022-12-31,285277000000.0,11083000000.0,5321514000000.0,4886834000000.0,434680000000.0,186305000000.0,19406000000.0,,,,
000001.XSHE,2023-04-25,2022-12-31,285277000000.0,11083000000.0,5321514000000.0,4886834000000.0,434680000000.0,186305000000.0,19406000000.0,,,,
000001.XSHE,2023-03-09,2022-12-31,285277000000.0,11083000000.0,5321514000000.0,4886834000000.0,434680000000.0,186305000000.0,19406000000.0,,,,
000001.XSHE,2023-03-09,2021-12-31,312033000000.0,11974000000.0,4921380000000.0,4525932000000.0,395448000000.0,154377000000.0,19406000000.0,,,,
000001.XSHE,2022-10-25,2021-12-31,312033000000.0,11974000000.0,4921380000000.0,4525932000000.0,395448000000.0,154377000000.0,19406000000.0,,,,
000001.XSHE,2022-08-18,2021-12-31,312033000000.0,11974000000.0,4921380000000.0,4525932000000.0,395448000000.0,154377000000.0,19406000000.0,,,,
000001.XSHE,2022-04-27,2021-12-31,312033000000.0,11974000000.0,4921380000000.0,4525932000000.0,395448000000.0,154377000000.0,19406000000.0,,,,
000001.XSHE,2022-03-10,2021-12-31,312033000000.0,11974000000.0,4921380000000.0,4525932000000.0,395448000000.0,154377000000.0,19406000000.0,,,,
000002.XSHE,2025-10-31,2024-12-31,88162865022.03,20610539756.61,1286259859765.82,947405197282.08,338854662483.74,44137872679.12,11930709471.0,8110758258.05,519009439846.78,917512076855.03,719061817650.72
000002.XSHE,2025-08-23,2024-12-31,88162865022.03,20610539756.61,1286259859765.82,947405197282.08,338854662483.74,44137872679.12,11930709471.0,8110758258.05,519009439846.78,917512076855.03,719061817650.72
000002.XSHE,2025-04-30,2024-12-31,88162865022.03,20610539756.61,1286259859765.82,947405197282.08,338854662483.74,44137872679.12,11930709471.0,8110758258.05,519009439846.78,917512076855.03,719061817650.72
000002.XSHE,2025-04-01,2024-12-31,88162865022.03,20610539756.61,1286259859765.82,947405197282.08,338854662483.74,44137872679.12,11930709471.0,8110758258.05,519009439846.78,917512076855.03,719061817650.72
000002.XSHE,2025-04-01,2023-12-31,99813755447.81,19233034944.88,1504850172117.83,1101916641170.57,402933530947.26,93616301891.08,11930709471.0,7293628386.69,701695785323.43,1150260062360.68,821785258492.1
000002.XSHE,2024-10-31,2023-12-31,99813755447.81,19233034944.88,1504850172117.83,1101916641170.57,402933530947.26,93616301891.08,11930709471.0,7293628386.69,701695785323.43,1150260062360.68,821785258492.1
000002.XSHE,2024-08-31,2023-12-31,99813755447.81,19233034944.88,1504850172117.83,1101916641170.57,402933530947.26,93616301891.08,11930709471.0,7293628386.69,701695785323.43,1150260062360.68,821785258492.1
000002.XSHE,2024-04-30,2023-12-31,99813755447.81,19233034944.88,1504850172117.83,1101916641170.57,402933530947.26,93616301891.08,11930709471.0,7293628386.69,701695785323.43,1150260062360.68,821785258492.1
000002.XSHE,2024-03-29,2023-12-31,99813755447.81,19233034944.88,1504850172117.83,1101916641170.57,402933530947.26,93616301891.08,11930709471.0,7293628386.69,701695785323.43,1150260062360.68,821785258492.1
000002.XSHE,2024-03-29,2022-12-31,137207634925.27,16420265134.96,1757804935896.04,1352168105932.49,405636829963.55,98013892763.93,11630709471.0,7504692133.25,907056930357.78,1415356379958.52,1077801572017.84
000002.XSHE,2023-10-28,2022-12-31,137207634925.27,16420265134.96,1757804935896.04,1352168105932.49,405636829963.55,98013892763.93,11630709471.0,7504692133.25,907056930357.78,1415356379958.52,1077801572017.84
000002.XSHE,2023-08-31,2022-12-31,137207634925.27,16420265134.96,1757804935896.04,1352168105932.49,405636829963.55,98013892763.93,11630709471.0,7504692133.25,907056930357.78,1415356379958.52,1077801572017.84
000002.XSHE,2023-04-29,2022-12-31,137207634925.27,16420265134.96,1757804935896.04,1352168105932.49,405636829963.55,98013892763.93,11630709471.0,7504692133.25,907056930357.78,1415356379958.52,1077801572017.84
000002.XSHE,2023-03-31,2022-12-31,137207634925.27,16420265134.96,1757124444202.95,1352132937796.74,404991506406.21,97379860046.15,11630709471.0,7504692133.25,907056930357.78,1415356379958.52,1077801572017.84
000002.XSHE,2023-03-31,2021-12-31,149352444288.76,12821059774.78,1938638128699.08,1545865352173.99,392772776525.09,92698444100.85,11625383375.0,4743597023.95,1075617036637.22,1600268307291.9,1311446467338.73
000002.XSHE,2022-10-29,2021-12-31,149352444288.76,12821059774.78,1938638128699.08,1545865352173.99,392772776525.09,92698444100.85,11625383375.0,4743597023.95,1075617036637.22,1600268307291.9,1311446467338.73
000002.XSHE,2022-08-31,2021-12-31,149352444288.76,12821059774.78,1938638128699.08,1545865352173.99,392772776525.09,92698444100.85,11625383375.0,4743597023.95,1075617036637.22,1600268307291.9,1311446467338.73
000002.XSHE,2022-04-29,2021-12-31,149352444288.76,12821059774.78,1938638128699.08,1545865352173.99,392772776525.09,92698444100.85,11625383375.0,4743597023.95,1075617036637.22,1600268307291.9,1311446467338.73
000002.XSHE,2022-03-31,2021-12-31,149352444288.76,12821059774.78,1938638128699.08,1545865352173.99,392772776525.09,92698444100.85,11625383375.0,4743597023.95,1075617036637.22,1600268307291.9,1311446467338.73
000009.XSHE,2025-10-31,2024-12-31,7465256292.49,14051313792.48,53774802564.92,32058991536.21,21715811028.71,5519986125.95,2579213965.0,4998823860.78,11239670423.9,28907976276.0,15993965718.43
000009.XSHE,2025-08-29,2024-12-31,7465256292.49,14051313792.48,53774802564.92,32058991536.21,21715811028.71,5519986125.95,2579213965.0,4998823860.78,11239670423.9,28907976276.0,15993965718.43
000009.XSHE,2025-04-30,2024-12-31,7465256292.49,14051313792.48,53774802564.92,32058991536.21,21715811028.71,5519986125.95,2579213965.0,4998823860.78,11239670423.9,28907976276.0,15993965718.43
000009.XSHE,2025-04-16,2024-12-31,7465256292.49,14051313792.48,53774802564.92,32058991536.21,21715811028.71,5519986125.95,2579213965.0,4998823860.78,11239670423.9,28907976276.0,15993965718.43
000009.XSHE,2025-04-16,2023-12-31,9445538500.95,11137252719.43,50100025790.84,29076869622.03,21023156168.81,5480925821.68,2579213965.0,4929686236.31,10536290414.81,28938883153.53,15718991033.13
000009.XSHE,2024-10-31,2023-12-31,9445538500.95,11137252719.43,50100025790.84,29076869622.03,21023156168.81,5480925821.68,2579213965.0,4929686236.31,10536290414.81,28938883153.53,15718991033.13
000009.XSHE,2024-08-30,2023-12-31,9445538500.95,11137252719.43,50100025790.84,29076869622.03,21023156168.81,5480925821.68,2579213965.0,4929686236.31,10536290414.81,28938883153.53,15718991033.13
000009.XSHE,2024-04-30,2023-12-31,9445538500.95,11137252719.43,50100025790.84,29076869622.03,21023156168.81,5480925821.68,2579213965.0,4929686236.31,10536290414.81,28938883153.53,15718991033.13
000009.XSHE,2024-04-16,2023-12-31,9445538500.95,11137252719.43,50100025790.84,29076869622.03,21023156168.81,5480925821.68,2579213965.0,4929686236.31,10536290414.81,28938883153.53,15718991033.13
000009.XSHE,2024-04-16,2022-12-31,10531615227.89,7873049206.87,52391453475.9,33549076382.58,18842377093.32,4814738966.78,2579213965.0,6372524173.95,12194083474.95,34986065478.91,24191924564.46
000009.XSHE,2023-10-31,2022-12-31,10531615227.89,7873049206.87,52385798596.69,33542017842.73,18843780753.96,4815700760.73,2579213965.0,6372524173.95,12194083474.95,34986065478.91,24191924564.46
000009.XSHE,2023-08-29,2022-12-31,10531615227.89,7873049206.87,52385798596.69,33542017842.73,18843780753.96,4815700760.73,2579213965.0,6372524173.95,12194083474.95,34986065478.91,24191924564.46
000009.XSHE,2023-04-29,2022-12-31,10531615227.89,7873049206.87,52293310406.08,33450764548.03,18842545858.05,4813649856.9,2579213965.0,6372524173.95,12194083474.95,34986065478.91,24191924564.46
000009.XSHE,2023-04-15,2022-12-31,10531615227.89,7873049206.87,52293310406.08,33450764548.03,18842545858.05,4813649856.9,2579213965.0,6372524173.95,12194083474.95,34986065478.91,24191924564.46
000009.XSHE,2023-04-15,2021-12-31,6582119568.41,4928474079.05,37073195202.73,21414358734.26,15658836468.47,3747341985.08,2579213965.0,3367014117.51,10140827539.98,23879391962.19,15427100564.11
000009.XSHE,2022-10-27,2021-12-31,6582119568.41,4928474079.05,37073195202.73,21414358734.26,15658836468.47,3747341985.08,2579213965.0,3367014117.51,10140827539.98,23879391962.19,15427100564.11
000009.XSHE,2022-08-23,2021-12-31,6582119568.41,4928474079.05,37073195202.73,21414358734.26,15658836468.47,3747341985.08,2579213965.0,3367014117.51,10140827539.98,23879391962.19,15427100564.11
000009.XSHE,2022-04-28,2021-12-31,6582119568.41,4928474079.05,37073195202.73,21414358734.26,15658836468.47,3747341985.08,2579213965.0,3367014117.51,10140827539.98,23879391962.19,15427100564.11
000009.XSHE,2022-03-31,2021-12-31,6582119568.41,4928474079.05,37073195202.73,21414358734.26,15658836468.47,3747341985.08,2579213965.0,3367014117.51,10140827539.98,23879391962.19,15427100564.11
000063.XSHE,2025-10-29,2024-12-31,43885348000.0,14178419000.0,207323230000.0,134212948000.0,73110282000.0,39872643000.0,4783535000.0,21288393000.0,41257657000.0,141787346000.0,82635473000.0
000063.XSHE,2025-08-29,2024-12-31,43885348000.0,14178419000.0,207323230000.0,134212948000.0,73110282000.0,39872643000.0,4783535000.0,21288393000.0,41257657000.0,141787346000.0,82635473000.0
000063.XSHE,2025-04-23,2024-12-31,43885348000.0,14178419000.0,207323230000.0,134212948000.0,73110282000.0,39872643000.0,4783535000.0,21288393000.0,41257657000.0,141787346000.0,82635473000.0
000063.XSHE,2025-03-01,2024-12-31,43885348000.0,14178419000.0,207323230000.0,134212948000.0,73110282000.0,39872643000.0,4783535000.0,21288393000.0,41257657000.0,141787346000.0,82635473000.0
000063.XSHE,2025-03-01,2023-12-31,78543219000.0,13372364000.0,200958318000.0,132626873000.0,68331445000.0,34714953000.0,4783252000.0,20821526000.0,41131259000.0,158504553000.0,83030414000.0
000063.XSHE,2024-10-22,2023-12-31,78543219000.0,13372364000.0,200958318000.0,132626873000.0,68331445000.0,34714953000.0,4783252000.0,20821526000.0,41131259000.0,158504553000.0,83030414000.0
000063.XSHE,2024-08-17,2023-12-31,78543219000.0,13372364000.0,200958318000.0,132626873000.0,68331445000.0,34714953000.0,4783252000.0,20821526000.0,41131259000.0,158504553000.0,83030414000.0
000063.XSHE,2024-04-26,2023-12-31,78543219000.0,13372364000.0,200958318000.0,132626873000.0,68331445000.0,34714953000.0,4783252000.0,20821526000.0,41131259000.0,158504553000.0,83030414000.0
000063.XSHE,2024-03-09,2023-12-31,78543219000.0,13372364000.0,200958318000.0,132626873000.0,68331445000.0,34714953000.0,4783252000.0,20821526000.0,41131259000.0,158504553000.0,83030414000.0
000063.XSHE,2024-03-09,2022-12-31,56346367000.0,12913313000.0,180953574000.0,121410351000.0,59543223000.0,27308621000.0,4736113000.0,17751390000.0,45234990000.0,137873843000.0,78423500000.0
000063.XSHE,2023-10-24,2022-12-31,56346367000.0,12913313000.0,180953574000.0,121410351000.0,59543223000.0,27308621000.0,4736113000.0,17751390000.0,45234990000.0,137873843000.0,78423500000.0
000063.XSHE,2023-08-19,2022-12-31,56346367000.0,12913313000.0,180953574000.0,121410351000.0,59543223000.0,27308621000.0,4736113000.0,17751390000.0,45234990000.0,137873843000.0,78423500000.0
000063.XSHE,2023-04-22,2022-12-31,56346367000.0,12913313000.0,180953574000.0,121410351000.0,59543223000.0,27308621000.0,4736113000.0,17751390000.0,45234990000.0,137873843000.0,78423500000.0
000063.XSHE,2023-03-11,2022-12-31,56346367000.0,12913313000.0,180953574000.0,121410351000.0,59543223000.0,27308621000.0,4736113000.0,17751390000.0,45234990000.0,137873843000.0,78423500000.0
000063.XSHE,2023-03-11,2021-12-31,50713310000.0,11437011000.0,168763425000.0,115475765000.0,53287660000.0,20651196000.0,4730796000.0,17509059000.0,36316753000.0,127871085000.0,78685256000.0
000063.XSHE,2022-10-27,2021-12-31,50713310000.0,11437011000.0,168763425000.0,115475765000.0,53287660000.0,20651196000.0,4730796000.0,17509059000.0,36316753000.0,127871085000.0,78685256000.0
000063.XSHE,2022-08-27,2021-12-31,50713310000.0,11437011000.0,168763425000.0,115475765000.0,53287660000.0,20651196000.0,4730796000.0,17509059000.0,36316753000.0,127871085000.0,78685256000.0
000063.XSHE,2022-04-26,2021-12-31,50713310000.0,11437011000.0,168763425000.0,115475765000.0,53287660000.0,20651196000.0,4730796000.0,17509059000.0,36316753000.0,127871085000.0,78685256000.0
000063.XSHE,2022-03-09,2021-12-31,50713310000.0,11437011000.0,168763425000.0,115475765000.0,53287660000.0,20651196000.0,4730796000.0,17509059000.0,36316753000.0,127871085000.0,78685256000.0
000069.XSHE,2025-10-31,2024-12-31,30902423552.22,23550945943.56,324197559545.06,247768549181.5,76429010363.56,34773039153.18,8037758053.0,1100533296.19,151008968429.56,223603716626.63,154552010265.31
000069.XSHE,2025-08-30,2024-12-31,30902423552.22,23550927593.36,324197559545.06,247768549181.5,76429010363.56,34773039153.18,8037758053.0,1100533296.19,151008968429.56,223603716626.63,154552010265.31
000069.XSHE,2025-04-29,2024-12-31,30902423552.22,23550945943.56,324197559545.06,247768549181.5,76429010363.56,34773039153.18,8037758053.0,1100533296.19,151008968429.56,223603716626.63,154552010265.31
000069.XSHE,2025-03-29,2024-12-31,30902423552.22,23550927593.36,324197559545.06,247768549181.5,76429010363.56,34773039153.18,8037758053.0,1100533296.19,151008968429.56,223603716626.63,154552010265.31
000069.XSHE,2025-03-29,2023-12-31,40145151431.14,22344925365.78,371029272061.97,284994806426.41,86034465635.56,43589770464.11,8201793915.0,954713117.36,178317385276.14,277310709476.33,171884739609.53
000069.XSHE,2024-10-31,2023-12-31,40145151431.14,22344964049.75,371029272061.97,284994806426.41,86034465635.56,43589770464.11,8201793915.0,954713117.36,178317385276.14,277310709476.33,171884739609.53
000069.XSHE,2024-08-31,2023-12-31,40145151431.14,22344925365.78,371029272061.97,284994806426.41,86034465635.56,43589770464.11,8201793915.0,954713117.36,178317385276.14,277310709476.33,171884739609.53
000069.XSHE,2024-04-30,2023-12-31,40145151431.14,22344964049.75,371029272061.97,284994806426.41,86034465635.56,43589770464.11,8201793915.0,954713117.36,178317385276.14,277310709476.33,171884739609.53
000069.XSHE,2024-03-30,2023-12-31,40145151431.14,22344925365.78,371029272061.97,284994806426.41,86034465635.56,43589770464.11,8201793915.0,954713117.36,178317385276.14,277310709476.33,171884739609.53
000069.XSHE,2024-03-30,2022-12-31,41620838156.71,23665020446.32,392920154374.2,292288026329.65,100632128044.55,50236222182.89,8201793915.0,919696643.31,196025927807.5,294362044811.05,181177014348.8
000069.XSHE,2023-10-28,2022-12-31,41620838156.71,23665745606.43,392917825794.91,292288026329.65,100629799465.26,50234000957.5,8201793915.0,919696643.31,196025927807.5,294362044811.05,181177014348.8
000069.XSHE,2023-08-31,2022-12-31,41620838156.71,23665020446.32,392920154374.2,292288026329.65,100632128044.55,50236222182.89,8201793915.0,919696643.31,196025927807.5,294362044811.05,181177014348.8
000069.XSHE,2023-04-29,2022-12-31,41620838156.71,23665745606.43,392917825794.91,292288026329.65,100629799465.26,50234000957.5,8201793915.0,919696643.31,196025927807.5,294362044811.05,181177014348.8
000069.XSHE,2023-03-31,2022-12-31,41620838156.71,23665020446.32,392917825794.91,292288026329.65,100629799465.26,50234000957.5,8201793915.0,919696643.31,196025927807.5,294362044811.05,181177014348.8
000069.XSHE,2023-03-31,2021-12-31,67573012799.09,21782473916.1,480061024488.25,359275000732.42,120786023755.83,62092180381.6,8201793915.0,3069858851.21,247772214571.45,386664497582.66,242240609986.2
000069.XSHE,2022-10-27,2021-12-31,67573012799.09,21782919236.64,480061024488.25,359275000732.42,120786023755.83,62092180381.6,8201793915.0,3069858851.21,247772214571.45,386664497582.66,242240609986.2
000069.XSHE,2022-08-30,2021-12-31,67573012799.09,21782473916.1,480061024488.25,359275000732.42,120786023755.83,62092180381.6,8201793915.0,3069858851.21,247772214571.45,386664497582.66,242240609986.2
000069.XSHE,2022-04-27,2021-12-31,67573012799.09,21782919236.64,480061024488.25,359275000732.42,120786023755.83,62092180381.6,8201793915.0,3069858851.21,247772214571.45,386664497582.66,242240609986.2
000069.XSHE,2022-03-31,2021-12-31,67573012799.09,21782473916.1,480061024488.25,359275000732.42,120786023755.83,62092180381.6,8201793915.0,3069858851.21,247772214571.45,386664497582.66,242240609986.2
000100.XSHE,2025-10-31,2024-12-31,23007772733.0,170512009105.0,378251915923.0,245548171862.0,132703744061.0,21504718929.0,18779080767.0,22242152687.0,17594133395.0,95373442623.0,111056333182.0
000100.XSHE,2025-08-30,2024-12-31,23007773000.0,170512009000.0,378251916000.0,245548172000.0,132703744000.0,21504719000.0,18779081000.0,22242153000.0,17594133000.0,95373443000.0,111056333000.0
000100.XSHE,2025-04-29,2024-12-31,23007772733.0,170512009105.0,378251915923.0,245548171862.0,132703744061.0,21504718929.0,18779080767.0,22242152687.0,17594133395.0,95373442623.0,111056333182.0
000100.XSHE,2025-04-29,2024-12-31,23007773000.0,170512009000.0,378251916000.0,245548172000.0,132703744000.0,21504719000.0,18779081000.0,22242153000.0,17594133000.0,95373443000.0,111056333000.0
000100.XSHE,2025-04-29,2023-12-31,21924271000.0,176422621000.0,382859086000.0,237593113000.0,145265973000.0,21537188000.0,18779081000.0,22003651000.0,18481755000.0,102298299000.0,99225149000.0
000100.XSHE,2024-10-30,2023-12-31,21924270872.0,176422620794.0,382859086727.0,237593112846.0,145265973881.0,21537190360.0,18779080767.0,22003651259.0,18481754865.0,102298298386.0,99225149982.0
000100.XSHE,2024-08-27,2023-12-31,21924271000.0,176422621000.0,382859086000.0,237593113000.0,145265973000.0,21537188000.0,18779081000.0,22003651000.0,18481755000.0,102298299000.0,99225149000.0
000100.XSHE,2024-04-30,2023-12-31,21924270872.0,176422620794.0,382859086727.0,237593112846.0,145265973881.0,21537190360.0,18779080767.0,22003651259.0,18481754865.0,102298298386.0,99225149982.0
000100.XSHE,2024-04-30,2023-12-31,21924271000.0,176422621000.0,382859086000.0,237593113000.0,145265973000.0,21537188000.0,18779081000.0,22003651000.0,18481755000.0,102298299000.0,99225149000.0
000100.XSHE,2024-04-30,2022-12-31,35378501000.0,132477672000.0,359996232000.0,227857479000.0,132138753000.0,19486730000.0,17071892000.0,14051661000.0,18001122000.0,95493010000.0,87540684000.0
000100.XSHE,2023-10-28,2022-12-31,35378501261.0,132477671844.0,359996232668.0,227857479254.0,132138753414.0,19486731824.0,17071891607.0,14051661462.0,18001121855.0,95493010803.0,87540684520.0
000100.XSHE,2023-08-30,2022-12-31,35378501000.0,132477672000.0,359996232000.0,227857479000.0,132138753000.0,19486730000.0,17071892000.0,14051661000.0,18001122000.0,95493010000.0,87540684000.0
000100.XSHE,2023-04-28,2022-12-31,35378501261.0,132477671844.0,359996232668.0,227857479254.0,132138753414.0,19486731824.0,17071891607.0,14051661462.0,18001121855.0,95493010803.0,87540684520.0
000100.XSHE,2023-03-31,2022-12-31,35378501000.0,132477672000.0,359996232000.0,227857479000.0,132138753000.0,19486730000.0,17071892000.0,14051661000.0,18001122000.0,95493010000.0,87540684000.0
000100.XSHE,2023-03-31,2021-12-31,31393692000.0,113598783000.0,308749695000.0,189087840000.0,119661855000.0,22465150000.0,14030642000.0,18238782000.0,14083357000.0,87183292000.0,80778939000.0
000100.XSHE,2022-10-25,2021-12-31,31393692485.0,113723758876.0,308987970915.0,189087842024.0,119900128891.0,22527686004.0,14030642421.0,18238782247.0,14083356918.0,87183292101.0,80778940021.0
000100.XSHE,2022-08-27,2021-12-31,31393692000.0,113723759000.0,308987969000.0,189087840000.0,119900129000.0,22527686000.0,14030642000.0,18238782000.0,14083357000.0,87183292000.0,80778939000.0
000100.XSHE,2022-04-28,2021-12-31,31393692000.0,113579297000.0,308733132000.0,189087840000.0,119645292000.0,22458340000.0,14030642000.0,18238782000.0,14083357000.0,87183292000.0,80778939000.0
000100.XSHE,2022-04-28,2021-12-31,31393692485.0,113579297130.0,308733133305.0,189087842024.0,119645291281.0,22458339816.0,14030642421.0,18238782247.0,14083356918.0,87183292101.0,80778940021.0
000157.XSHE,2025-10-31,2024-12-31,13720002463.26,11285852866.73,123745691290.43,63907641792.16,59838049498.27,26477238808.06,8677992236.0,24507683828.46,22563554613.11,74427969191.66,42985181220.3
000157.XSHE,2025-08-30,2024-12-31,13720002463.26,11285852866.73,123745691290.43,63907641792.16,59838049498.27,26477238808.06,8677992236.0,24507683828.46,22563554613.11,74427969191.66,42985181220.3
000157.XSHE,2025-04-30,2024-12-31,13720002463.26,11285852866.73,123745691290.43,63907641792.16,59838049498.27,26477238808.06,8677992236.0,24507683828.46,22563554613.11,74427969191.66,42985181220.3
000157.XSHE,2025-03-25,2024-12-31,13720002463.26,11285852866.73,123745691290.43,63907641792.16,59838049498.27,26477238808.06,8677992236.0,24507683828.46,22563554613.11,74427969191.66,42985181220.3
000157.XSHE,2025-03-25,2023-12-31,15870434751.38,10935443001.8,130862389408.99,71695112198.09,59167277210.9,25734065097.58,8677992236.0,24612186679.56,22503500945.99,77971159889.86,49996417695.98
000157.XSHE,2024-10-31,2023-12-31,15870434751.38,10935443001.8,130862389408.99,71695112198.09,59167277210.9,25734065097.58,8677992236.0,24612186679.56,22503500945.99,77971159889.86,49996417695.98
000157.XSHE,2024-08-30,2023-12-31,15870434751.38,10935443001.8,130862389408.99,71695112198.09,59167277210.9,25734065097.58,8677992236.0,24612186679.56,22503500945.99,77971159889.86,49996417695.98
000157.XSHE,2024-04-30,2023-12-31,15870434751.38,10935443001.8,130862389408.99,71695112198.09,59167277210.9,25734065097.58,8677992236.0,24612186679.56,22503500945.99,77971159889.86,49996417695.98
000157.XSHE,2024-03-29,2023-12-31,15870434751.38,10935443001.8,130862389408.99,71695112198.09,59167277210.9,25734065097.58,8677992236.0,24612186679.56,22503500945.99,77971159889.86,49996417695.98
000157.XSHE,2024-03-29,2022-12-31,15498545905.21,10418455813.66,123553025612.04,66577804208.48,56975221403.56,24901715668.97,8677992236.0,27915299278.22,14202648421.87,73585704982.97,48391365167.85
000157.XSHE,2023-10-31,2022-12-31,15498545905.21,10418455813.66,123553025612.04,66577804208.48,56975221403.56,24901715668.97,8677992236.0,27915299278.22,14202648421.87,73585704982.97,48391365167.85
000157.XSHE,2023-08-31,2022-12-31,15498545905.21,10418455813.66,123553025612.04,66577804208.48,56975221403.56,24901715668.97,8677992236.0,27915299278.22,14202648421.87,73585704982.97,48391365167.85
000157.XSHE,2023-04-28,2022-12-31,15498545905.21,10418455813.66,123553025612.04,66577804208.48,56975221403.56,24901715668.97,8677992236.0,27915299278.22,14202648421.87,73585704982.97,48391365167.85
000157.XSHE,2023-03-31,2022-12-31,15498545905.21,10418455813.66,123553025612.04,66577804208.48,56975221403.56,24901715668.97,8677992236.0,27915299278.22,14202648421.87,73585704982.97,48391365167.85
000157.XSHE,2023-03-31,2021-12-31,15166953759.11,6772542081.22,122018160397.82,63720994247.21,58297166150.61,25405039654.84,8677992236.0,26830097127.93,13501450039.78,73056882481.04,49672018275.97
000157.XSHE,2022-10-29,2021-12-31,15166953759.11,6772542081.22,122018160397.82,63720994247.21,58297166150.61,25405039654.84,8677992236.0,26830097127.93,13501450039.78,73056882481.04,49672018275.97
000157.XSHE,2022-08-31,2021-12-31,15166953759.11,6772542081.22,122018160397.82,63720994247.21,58297166150.61,25405039654.84,8677992236.0,26830097127.93,13501450039.78,73056882481.04,49672018275.97
000157.XSHE,2022-04-27,2021-12-31,15166953759.11,6772542081.22,122018160397.82,63720994247.21,58297166150.61,25405039654.84,8677992236.0,43026693281.74,13501450039.78,89253478634.85,49672018275.97
000157.XSHE,2022-03-31,2021-12-31,15166953759.11,6772542081.22,122018160397.82,63720994247.21,58297166150.61,25405039654.84,8677992236.0,43026693281.74,13501450039.78,89253478634.85,49672018275.97
000166.XSHE,2025-10-31,2024-12-31,134137568005.42,1113944681.77,697596593301.18,564247667656.41,133348925644.77,33740663038.48,25039944560.0,,,,
000166.XSHE,2025-08-30,2024-12-31,134137568005.42,1113944681.77,697596593301.18,564247667656.41,133348925644.77,33740663038.48,25039944560.0,,,,
000166.XSHE,2025-04-30,2024-12-31,134137568005.42,1113944681.77,697596593301.18,564247667656.41,133348925644.77,33740663038.48,25039944560.0,,,,
000166.XSHE,2025-03-29,2024-12-31,134137568005.42,1113944681.77,697596593301.18,564247667656.41,133348925644.77,33740663038.48,25039944560.0,,,,
000166.XSHE,2025-03-29,2023-12-31,110939833882.65,1213350770.35,635437418096.46,506643283874.09,128794134222.37,32205365170.35,25039944560.0,,,,
000166.XSHE,2024-10-31,2023-12-31,110939833882.65,1213350770.35,635437418096.46,506643283874.09,128794134222.37,32205365170.35,25039944560.0,,,,
000166.XSHE,2024-08-31,2023-12-31,110939833882.65,1213350770.35,635437418096.46,506643283874.09,128794134222.37,32205365170.35,25039944560.0,,,,
000166.XSHE,2024-04-30,2023-12-31,110939833882.65,1213350770.35,635437418096.46,506643283874.09,128794134222.37,32205365170.35,25039944560.0,,,,
000166.XSHE,2024-03-29,2023-12-31,110939833882.65,1213350770.35,635437418096.46,506643283874.09,128794134222.37,32205365170.35,25039944560.0,,,,
000166.XSHE,2024-03-29,2022-12-31,113218784401.75,1172479676.79,613117024517.43,496437331652.35,116679692865.08,30149298269.05,25039944560.0,,,,
000166.XSHE,2023-10-31,2022-12-31,113218784401.75,1172479676.79,613117024517.43,496437331652.35,116679692865.08,30149298269.05,25039944560.0,,,,
000166.XSHE,2023-08-31,2022-12-31,113218784401.75,1172479676.79,613117024517.43,496437331652.35,116679692865.08,30149298269.05,25039944560.0,,,,
000166.XSHE,2023-04-29,2022-12-31,113218784401.75,1172479676.79,613117024517.43,496437331652.35,116679692865.08,30149298269.05,25039944560.0,,,,
000166.XSHE,2023-03-31,2022-12-31,113218784401.75,1172479676.79,613117024517.43,496437331652.35,116679692865.08,30149298269.05,25039944560.0,,,,
