ts_code
600519.SH
300750.SZ
601318.SH
600036.SH
000333.SZ
600900.SH
002594.SZ
601166.SH
300059.SZ
600030.SH
000858.SZ
601899.SH
601398.SH
002475.SZ
600276.SH
688981.SH
000651.SZ
600887.SH
601328.SH
601288.SH
601816.SH
000725.SZ
300124.SZ
688256.SH
300760.SZ
603259.SH
688041.SH
002371.SZ
600919.SH
600309.SH
000063.SZ
603501.SH
601728.SH
600000.SH
601088.SH
601668.SH
601988.SH
000001.SZ
002415.SZ
600031.SH
601601.SH
603019.SH
300274.SZ
600016.SH
601012.SH
600837.SH
002352.SZ
600809.SH
002714.SZ
600050.SH
600690.SH
600941.SH
002230.SZ
600406.SH
601229.SH
000568.SZ
601127.SH
601766.SH
300308.SZ
600660.SH
601688.SH
601857.SH
688012.SH
688008.SH
603986.SH
601919.SH
000100.SZ
300498.SZ
601169.SH
000338.SZ
600028.SH
601138.SH
002142.SZ
688111.SH
601985.SH
601211.SH
600104.SH
601225.SH
000425.SZ
601818.SH
002241.SZ
600150.SH
603288.SH
300502.SZ
002050.SZ
601006.SH
000938.SZ
600999.SH
300033.SZ
601628.SH
300015.SZ
002027.SZ
000625.SZ
000792.SZ
600048.SH
600019.SH
002625.SZ
600436.SH
000977.SZ
600089.SH
601390.SH
600905.SH
601888.SH
601658.SH
600418.SH
300014.SZ
600438.SH
601939.SH
601600.SH
600111.SH
688271.SH
600585.SH
601009.SH
600938.SH
300433.SZ
600584.SH
000002.SZ
300408.SZ
600926.SH
600958.SH
000538.SZ
600760.SH
002179.SZ
601989.SH
603993.SH
600893.SH
002463.SZ
002304.SZ
600570.SH
000166.SZ
600015.SH
605499.SH
000776.SZ
002028.SZ
603799.SH
000988.SZ
300339.SZ
002384.SZ
601669.SH
601916.SH
601689.SH
300442.SZ
601100.SH
002311.SZ
600886.SH
600547.SH
688036.SH
002049.SZ
600839.SH
601377.SH
601995.SH
002460.SZ
600010.SH
601838.SH
600009.SH
601336.SH
603369.SH
000157.SZ
601901.SH
601360.SH
601186.SH
600795.SH
002422.SZ
301236.SZ
600989.SH
601881.SH
300207.SZ
002648.SZ
001979.SZ
600489.SH
002273.SZ
688169.SH
600415.SH
600183.SH
600066.SH
300251.SZ
002340.SZ
601800.SH
688777.SH
002920.SZ
601788.SH
688126.SH
600157.SH
000768.SZ
002466.SZ
000807.SZ
002261.SZ
603893.SH
600346.SH
002001.SZ
600115.SH
600160.SH
002236.SZ
002797.SZ
300418.SZ
601066.SH
600196.SH
601555.SH
601878.SH
000066.SZ
600029.SH
601162.SH
300017.SZ
002252.SZ
600588.SH
601633.SH
300782.SZ
300476.SZ
000661.SZ
600426.SH
600487.SH
002156.SZ
000963.SZ
600988.SH
300122.SZ
002736.SZ
600745.SH
600460.SH
601868.SH
002601.SZ
300394.SZ
600011.SH
688213.SH
300347.SZ
600674.SH
000786.SZ
300661.SZ
002129.SZ
300223.SZ
689009.SH
600741.SH
002195.SZ
688099.SH
003816.SZ
001965.SZ
600845.SH
002709.SZ
600885.SH
002966.SZ
002185.SZ
002938.SZ
300383.SZ
000895.SZ
000596.SZ
600372.SH
600536.SH
688223.SH
300759.SZ
600176.SH
603296.SH
601998.SH
601111.SH
601099.SH
688521.SH
002916.SZ
002493.SZ
600096.SH
000975.SZ
300002.SZ
601168.SH
601021.SH
002180.SZ
002065.SZ
601117.SH
002517.SZ
600515.SH
600219.SH
002281.SZ
300896.SZ
601108.SH
000408.SZ
000423.SZ
603392.SH
002459.SZ
600143.SH
002085.SZ
002202.SZ
002271.SZ
300450.SZ
002074.SZ
601877.SH
002472.SZ
688072.SH
600600.SH
600085.SH
688396.SH
002850.SZ
002738.SZ
600352.SH
603596.SH
000301.SZ
300136.SZ
000630.SZ
601577.SH
300024.SZ
600482.SH
601933.SH
300832.SZ
002138.SZ
605117.SH
600879.SH
600188.SH
300866.SZ
300474.SZ
688120.SH
002078.SZ
600233.SH
002532.SZ
600161.SH
600580.SH
002555.SZ
301269.SZ
601198.SH
688220.SH
000034.SZ
002008.SZ
688525.SH
300496.SZ
600079.SH
002444.SZ
603160.SH
300803.SZ
601618.SH
002465.SZ
600109.SH
600023.SH
688469.SH
600298.SH
300058.SZ
002673.SZ
002223.SZ
000831.SZ
300316.SZ
601233.SH
002353.SZ
000876.SZ
600362.SH
300054.SZ
601607.SH
300395.SZ
000783.SZ
688047.SH
000999.SZ
000728.SZ
002436.SZ
300012.SZ
601319.SH
601128.SH
688617.SH
002595.SZ
601872.SH
000932.SZ
688122.SH
600895.SH
603605.SH
002558.SZ
600862.SH
002128.SZ
300628.SZ
603606.SH
002821.SZ
601615.SH
301358.SZ
000983.SZ
002044.SZ
600039.SH
300604.SZ
601216.SH
601238.SH
601567.SH
688002.SH
688599.SH
600177.SH
600398.SH
603260.SH
688249.SH
300413.SZ
600027.SH
300037.SZ
300999.SZ
002812.SZ
600699.SH
600332.SH
300699.SZ
600803.SH
300142.SZ
688506.SH
000021.SZ
000997.SZ
688361.SH
601799.SH
600873.SH
601990.SH
000750.SZ
601898.SH
603659.SH
600549.SH
300073.SZ
600153.SH
600061.SH
600126.SH
302132.SZ
300001.SZ
600060.SH
002409.SZ
688578.SH
601696.SH
600918.SH
002152.SZ
600369.SH
300724.SZ
000009.SZ
300919.SZ
002410.SZ
000400.SZ
601665.SH
000878.SZ
600498.SH
600642.SH
002007.SZ
000818.SZ
601456.SH
688114.SH
601997.SH
688017.SH
000733.SZ
002607.SZ
603129.SH
002841.SZ
000729.SZ
002294.SZ
603179.SH
600497.SH
600563.SH
601865.SH
600673.SH
603087.SH
688180.SH
600141.SH
002064.SZ
002432.SZ
000887.SZ
