ts_code
603345.SH
688472.SH
600875.SH
600765.SH
600155.SH
600909.SH
688052.SH
000617.SZ
688188.SH
600704.SH
600118.SH
000623.SZ
600529.SH
603806.SH
600026.SH
600637.SH
002318.SZ
600025.SH
000893.SZ
600018.SH
601059.SH
000426.SZ
002984.SZ
300003.SZ
600392.SH
688009.SH
000683.SZ
603338.SH
300765.SZ
002624.SZ
000738.SZ
000039.SZ
300285.SZ
300676.SZ
600316.SH
603195.SH
002407.SZ
002155.SZ
603939.SH
300748.SZ
300373.SZ
601717.SH
002739.SZ
601699.SH
603816.SH
002025.SZ
600516.SH
300751.SZ
002385.SZ
603979.SH
000703.SZ
688303.SH
000960.SZ
601179.SH
688065.SH
300144.SZ
300390.SZ
300212.SZ
688385.SH
002414.SZ
600170.SH
688278.SH
002244.SZ
000636.SZ
600763.SH
605358.SH
600820.SH
603486.SH
600132.SH
000921.SZ
000629.SZ
600535.SH
002958.SZ
600008.SH
002568.SZ
002939.SZ
000830.SZ
600521.SH
600390.SH
300558.SZ
000519.SZ
603728.SH
002500.SZ
603568.SH
603589.SH
603927.SH
600208.SH
301308.SZ
600970.SH
603000.SH
601966.SH
600872.SH
688005.SH
600380.SH
600312.SH
601666.SH
000513.SZ
002262.SZ
002926.SZ
000723.SZ
600998.SH
300763.SZ
600325.SH
603228.SH
000708.SZ
601698.SH
300567.SZ
600486.SH
300529.SZ
002439.SZ
600863.SH
601155.SH
600816.SH
600754.SH
002368.SZ
000591.SZ
603833.SH
600021.SH
601000.SH
688187.SH
002683.SZ
300487.SZ
000060.SZ
002423.SZ
600282.SH
688772.SH
601231.SH
600038.SH
300146.SZ
000032.SZ
002429.SZ
601136.SH
600131.SH
601016.SH
000785.SZ
603077.SH
601880.SH
600348.SH
603885.SH
002603.SZ
603298.SH
300677.SZ
000998.SZ
600583.SH
002203.SZ
600511.SH
600901.SH
002653.SZ
688234.SH
600166.SH
600655.SH
600435.SH
002373.SZ
601236.SH
002756.SZ
603156.SH
000563.SZ
002507.SZ
603290.SH
300979.SZ
000050.SZ
600004.SH
002508.SZ
600707.SH
002670.SZ
600859.SH
300118.SZ
600271.SH
300070.SZ
002120.SZ
601991.SH
600546.SH
600378.SH
688561.SH
002056.SZ
603899.SH
688567.SH
000155.SZ
600483.SH
603529.SH
600867.SH
002268.SZ
300601.SZ
603737.SH
600416.SH
300009.SZ
002430.SZ
002080.SZ
600582.SH
600737.SH
000598.SZ
000739.SZ
002572.SZ
688536.SH
601918.SH
300573.SZ
600566.SH
601958.SH
601001.SH
600598.SH
600755.SH
002240.SZ
601611.SH
688538.SH
000987.SZ
603379.SH
600739.SH
000958.SZ
601636.SH
601098.SH
603444.SH
603658.SH
600995.SH
002831.SZ
688082.SH
603882.SH
600685.SH
688363.SH
600884.SH
600499.SH
000883.SZ
000709.SZ
600848.SH
300888.SZ
688778.SH
000403.SZ
601866.SH
601118.SH
600258.SH
300595.SZ
601156.SH
600906.SH
000027.SZ
002299.SZ
301301.SZ
000825.SZ
002266.SZ
600329.SH
601808.SH
600517.SH
603712.SH
000559.SZ
600528.SH
601399.SH
000778.SZ
600959.SH
003031.SZ
603858.SH
600373.SH
600056.SH
600129.SH
600977.SH
688387.SH
601598.SH
600801.SH
600606.SH
002019.SZ
688301.SH
688297.SH
601608.SH
601212.SH
603225.SH
002557.SZ
601928.SH
600062.SH
600871.SH
603650.SH
600968.SH
600095.SH
000800.SZ
600808.SH
002487.SZ
601106.SH
603456.SH
002372.SZ
600377.SH
000967.SZ
601965.SH
600764.SH
300957.SZ
603688.SH
688563.SH
600350.SH
688516.SH
600663.SH
600688.SH
688390.SH
600925.SH
001286.SZ
001227.SZ
688425.SH
600500.SH
603233.SH
002408.SZ
002531.SZ
603185.SH
688349.SH
600578.SH
002153.SZ
603556.SH
600612.SH
601568.SH
003022.SZ
600098.SH
601019.SH
603883.SH
000937.SZ
600720.SH
000898.SZ
603707.SH
688475.SH
688331.SH
601992.SH
300140.SZ
600295.SH
601139.SH
600339.SH
002608.SZ
002867.SZ
600032.SH
688520.SH
688248.SH
000959.SZ
688172.SH
000537.SZ
688032.SH
002563.SZ
002690.SZ
688281.SH
000401.SZ
301267.SZ
301165.SZ
003035.SZ
603786.SH
301498.SZ
600928.SH
600361.SH
600007.SH
601228.SH
603056.SH
688375.SH
002945.SZ
000539.SZ
600299.SH
601061.SH
001203.SZ
688819.SH
603826.SH
600927.SH
601858.SH
688153.SH
601158.SH
688276.SH
001289.SZ
603341.SH
688295.SH
600956.SH
603868.SH
